Symbol	Ballooning_1_vs_control	Ballooning_1_vs_control_pvalue	Ballooning_2_vs_control	Ballooning_2_vs_control_pvalue
ENTREP1	0.03615201		0.2768679	0.488
LOC112268037	0.39378599		0.7390349	0.0536
GAS1RR	0.37082951		0.4807681	0.0597
LOC105376136	-0.17062409		-0.2049854	0.298
ROR2	0.4903916		1.2920966	0.00103
LOC107987098	-0.16196586		-0.2443442	0.378
MIRLET7D	0.05697627		-0.2305474	0.234
NUTM2F	-0.03972862		-0.2783311	0.236
FBP2	-0.20499299		-0.2526987	0.242
MIR3074	0.06703388		-0.204844	0.319
LOC107987103	-0.16592493		-0.4062542	0.0786
FAM220CP	-0.1998685		0.1415026	0.744
LOC101928438	0.04576901		-0.1752196	0.399
LOC105376176	0.01116222		-0.1228187	0.583
LOC105376177	-0.1649467		-0.1088043	0.719
TMEFF1	0.14767647		0.2320084	0.305
LOC105376196	-0.12292978		-0.1188656	0.672
LOC112268038	-0.20763072		-0.0185086	0.954
LOC107987107	-0.28862408		-0.3778625	0.148
LOC105376204	0.23814795			
LOC340512	0.02953594		0.0588002	0.878
C9orf152	-0.00882985		0.0304645	0.96
LOC107987116	-0.07379963		-0.0818878	0.831
PAPPA-AS1	-0.09630377		0.4678223	0.069
LOC105376253	0.24695385		0.1223985	0.753
LHX6	0.34516618		0.996484	0.00474
MIR181A2	-0.04869325		-0.1941669	0.451
LOC105376278	0.20415091		0.4318416	0.0473
SNORA65	0.2466424		0.2117324	0.262
LOC101929270	0.00576284		-0.0049448	0.984
LOC105376287	0.05549875		-0.0013183	0.997
CEL	-0.01789046		-0.1535816	0.497
SNORD36A	0.15992528		0.1403187	0.455
PIERCE1	-0.15577143		-0.0010661	0.997
LOC105376333	-0.11673994		-0.3157021	0.0996
LOC105376332	-0.30641867		0.0797945	0.717
LOC102724813	-0.06274452		-0.1669261	0.507
LOC107984191	0.09283279		-0.1746859	0.385
ADARB2	0.13131983			
LOC107984192	-0.0705849		-0.2456926	0.32
MANCR	0.01649813		0.0894299	0.834
CALML3-AS1	0.3636666		0.3246494	0.441
CALML3	0.35892829			
IL2RA	0.36395036		0.0261314	0.964
USP6NL-AS1	-0.08830193		0.1362876	0.47
LOC105376431	-0.2238942		-0.0458225	0.843
PPIAP30	0.03884352		-0.2605992	0.211
LOC105376455	-0.057038		-0.2677555	0.213
MKX	-0.28443787		0.2627109	0.49
C10orf126	-0.54283408			
MIR604	-0.05925605		0.0697734	0.823
LINC00842	0.38527053		0.3471573	0.281
LOC105378289	-0.23596855		-0.3118016	0.123
PRKG1-AS1	0.46204218		0.3225041	0.338
MIR1296	0.11409683		-0.1738151	0.44
LINC02671	-0.3339121		-0.2317434	0.519
LOC105378338	0.04562804		-0.3287696	0.338
LINC02651	-0.18189739		-0.3846134	0.176
DUSP29	-0.18297597		-0.2888676	0.164
ZNF503-AS1	0.1134803		-0.1610725	0.448
KCNMA1-AS2	-0.04474761			
ZMIZ1-AS1	0.03354173		0.1938017	0.486
LOC105378415	0.25331827		0.0502713	0.885
CH25H	0.70932969		1.1805876	0.00324
LOC105378419	-0.00940412		-0.2173979	0.374
NUDT9P1	-0.237245		-0.3771013	0.103
HECTD2-AS1	-0.25877549			
TNKS2-DT	0.49657184		0.1772667	0.63
FGFBP3	0.11140358		-0.0959525	0.688
CEP55	0.10926382		0.7201631	0.0184
ACSM6	-0.1074577		0.0381284	0.893
SLIT1	-0.15962963		-0.1596082	0.459
LOC105378447	-0.24105568		-0.3354287	0.0584
GOLGA7B	0.49007382			
LOC105378450	-0.18043434		-0.0412547	0.879
PDZD7	0.09686221		0.2179706	0.233
TLX1	-0.190409		-0.1499357	0.573
KCNIP2-AS1	-0.20720891		-0.1278918	0.595
RPEL1	0.01199536		-0.094544	0.652
MIR1307	0.31873754		0.1749947	0.512
SH3PXD2A-AS1	0.06988196		0.0014599	0.997
MIR4482	-0.10623917			
CFAP58	0.36712919			
MIR4680	0.03032201		0.138867	0.633
ADRA2A	0.19737613		1.0634614	0.0261
VWA2	-0.03071533		-0.1691698	0.634
SNORA19	-0.01849116		-0.0247099	0.927
LOC107984059	0.10209244		-0.1466769	0.528
EBF3-AS1	0.02931617		-0.4113676	0.296
JAKMIP3	0.06877343		-0.4397442	0.122
LOC101059906	-0.10075613		-0.127109	0.605
LOC143666	-0.12864393		0.0083992	0.98
TOLLIP-DT	0.2178659		-0.1261997	0.601
BRSK2	-0.11978393		-0.2264961	0.367
MIR7847	0.21338623		0.2800938	0.107
MRPL23-AS1	-0.12029821		-0.3453992	0.305
ASCL2	-0.1194522		-0.2245562	0.334
LOC107987158	-0.06389611		0.1740455	0.41
LOC105376526	-0.10120848		-0.2721315	0.374
LOC107984301	-0.05998669		-0.526879	0.00947
OLFM5P	-0.04455137		-0.1238419	0.739
OR52H1	-0.16047546		-0.0308164	0.936
OR52B6	-0.3530088		-0.3986969	0.19
OR52W1	-0.05986365		-0.0288403	0.933
LOC107984308	-0.05675085			
NRIP3	0.66761288		0.9266379	7.47e-05
CALCA	-0.44528792		-0.3101261	0.38
LOC105376571	0.38566878		0.4833953	0.05
SNORD14A	0.00411679		0.2834626	0.197
SNORD14B	0.15589544		-0.0561494	0.807
TPH1	0.01579403		-0.1807817	0.463
LOC112268073	-0.02220913		-0.2458709	0.279
IGSF22	0.04094169		0.1317694	0.524
E2F8	-0.31281367		0.0840232	0.895
LINC00678	-0.09716733			
KIF18A	0.34423801		0.7344794	0.00102
LOC101929918	-0.27845344		-0.0905332	0.695
LOC105376626	-0.16250436			
FJX1	0.01246047		0.5342369	0.0449
CHST1	-0.06831541		0.2068098	0.451
LOC107984329	-0.23317101		0.0462395	0.851
LINC02735	0.12692502		0.0162135	0.977
LOC105369310	-0.30164885		0.0909476	0.835
OR5AK2	-0.14745767		0.1642998	0.675
LOC105369313	-0.04369134		0.187504	0.346
LOC101927226	0.02514664		0.1037039	0.63
LOC105369318	-0.13482144		-0.3063032	0.221
LOC105369325	0.11820888		0.2880783	0.237
PGA4	-0.11972367		-0.3787015	0.456
PGA5	-0.22145147		-0.5505769	0.171
LOC399900	0.01509403		-0.2329269	0.287
SNORD31	0.11782374		0.1363758	0.464
SNORD29	-0.13172862		-0.0222513	0.919
SNORD28	-0.06256435		-0.1514728	0.519
SNORD27	-0.14614607		-0.1008465	0.689
SNORD26	-0.27878428		-0.107752	0.616
PPP1R14B-AS1	0.18284985		0.160849	0.501
SLC22A11	0.11811411		0.3949717	0.464
MAJIN	-0.19740851		-0.8383129	0.00185
TMEM262	0.13829597		0.1725866	0.357
LOC105369344	0.02699149		-0.1612778	0.493
ZNRD2-DT	0.03436151		0.0079409	0.978
RIN1	0.05148332		0.1197544	0.607
LOC105369355	-0.1065307		-0.2438593	0.204
LOC107984341	-0.08451428		-0.0124024	0.966
CLCF1	-0.02982625			
CHRDL2	0.07413267		0.4709815	0.225
SNORD15A	0.0227372		-0.2188499	0.374
LOC105369397	0.04916413			
LINC03030	-0.07894148		-0.199964	0.416
LOC105369402	-0.05606762		0.127086	0.611
LOC105369420	0.09025953		-0.0414107	0.883
CCDC89	-0.19851255		-0.2946633	0.208
CCDC83	0.06103582		0.1275763	0.639
LOC105369421	-0.16665777		-0.2639218	0.153
LOC102724775	-0.1881491		-0.323355	0.156
NOX4	0.24854328		0.423386	0.259
SNORD6	0.09153615		0.1980698	0.413
VSTM5	-0.0048533		-0.0357945	0.887
GPR83	0.47610563		0.093854	0.844
KDM4D	0.19034705		0.1690342	0.418
DDI1	-0.01234243		-0.035614	0.937
CASP5	0.24213921		0.4717191	0.0485
CARD17P	0.13368003		0.283118	0.315
LOC107984385	0.15246636		-0.033898	0.902
ANKK1	-0.31516761		-0.5465095	0.0694
LOC107984390	-0.03163269		-0.3054917	0.14
LOC107984391	-0.44598996		-0.3103095	0.345
LINC02703	0.37721335			
LOC107984394	0.09203594		-0.0626199	0.847
USP2-AS1	-0.05956641		-0.159062	0.693
LOC107984399	-0.10516795		-0.3214864	0.16
SNORD14E	-0.06544301		0.2441027	0.207
ESAM-AS1	-0.13428174		-0.2133123	0.236
CCDC15-DT	-0.09161714		-0.318097	0.297
LOC105369552	-0.03734382		-0.4655559	0.0464
PATE4	-0.22801495		-0.3774345	0.102
GSEC	0.1341617		0.2182811	0.414
ETS1-AS1	0.06532787		0.0592368	0.823
SENCR	0.05085971		0.2268925	0.25
ADAMTS15	0.38377909		0.4087934	0.239
GLB1L2	-0.11695813		-0.0107011	0.983
LOC107987374	-0.35556833		-0.3681976	0.297
LOC102723544	0.00218165			
LOC105369594	0.15396788		-0.1090298	0.687
B4GALNT3	0.30860346		0.1392461	0.721
LINC02827	-0.73826043		-1.1198395	0.0129
LOC105369625	-0.11069544		-0.536509	0.017
SCARNA11	0.22188161		0.2545292	0.366
RPL13P5	-0.13290591		-0.1991526	0.293
RNU7-1	-0.24898375		-0.1079101	0.611
POU5F1P3	0.02338799			
FAM66C	-0.05635278		0.0380624	0.91
LOC728715	-0.01594804		0.1465165	0.703
LOC107987174	0.09960633		0.2112962	0.35
CLEC9A	-0.02477657		-0.1169346	0.684
LINC02446	0.00465525		0.1312688	0.764
TAS2R42	0.20305215			
LOC101928317	0.07157857		0.1569128	0.497
ERP27	-0.12179738		0.3251484	0.305
LOC105369677	0.08364162		-0.0458957	0.9
RERGL	0.08937643			
CAPZA3	-0.25289901		-0.4987038	0.0259
LOC102724227	-0.60812741		-0.3780343	0.462
LOC105369682	-0.09436278		0.0071709	0.985
ST8SIA1	0.22573564		0.0849052	0.854
DNAI7	-0.01416148		-0.0978844	0.756
MANSC4	-0.30659517		-0.2667285	0.22
LOC105369722	0.05311114		-0.0571237	0.839
SNORA2A	-0.24927242		-0.2432618	0.379
SNORA2B	-0.28764966		-0.4182942	0.0327
RHEBL1	-0.15351734		-0.1640144	0.51
LOC105369767	-0.07572548		0.0840779	0.727
SMIM41	0.00632761			
OR7E47P	0.05588394		-0.631805	0.00311
MIR6757	0.25357525		-0.2080753	0.337
NPFF	-0.04769569		-0.1098766	0.567
LINC02381	-0.01579114		0.1159035	0.667
SCAT2	-0.07767298		0.1880396	0.284
SNORD59A	0.05078959		0.1286203	0.569
MYO1A	0.48259883		0.255372	0.344
B4GALNT1	0.40778209		0.4471553	0.134
GIHCG	0.01353589		-0.0816218	0.773
LINC02388	0.14185735		0.3844381	0.191
C12orf56	-0.04630722		0.0549016	0.86
SNORA113	-0.19186233		-0.1226667	0.632
LINC02821	-0.08187289		-0.4234959	0.202
LOC105369827	0.30865157			
PTPRR	-0.19623171		-0.1636745	0.497
LINC02444	0.20446183		0.1904546	0.682
LOC105369839	0.07955124		0.3216404	0.514
KCNC2	0.20416804		-0.3831883	0.304
E2F7	0.13745375		0.549597	0.112
LOC105369863	-0.13061324		-0.5946878	0.0127
PPP1R12A-AS2	-0.2473101		0.0195041	0.95
C12orf74	0.24823843		0.4098353	0.0802
LOC105369908	-0.54374602			
LOC105369911	-0.21778672		-0.3956472	0.0425
LOC105369914	-0.02567332		-0.1605396	0.526
LOC112268099	-0.04700602		-0.0978622	0.678
SLC9A7P1	0.00765603		0.1414737	0.621
C12orf42	-0.09463619		-0.1055826	0.702
LOC100287944	0.00145294		-0.0727183	0.742
FAM222A-AS1	0.11683825		-0.0807202	0.84
LOC105370027	-0.24260435		-0.4686515	0.0257
TMEM233	-0.21642837			
MIR4700	-0.07599694		-0.0579851	0.808
LINC02985	0.50833174		0.2503164	0.211
SBNO1-AS1	0.23727161		-0.0189902	0.955
LOC105370042	-0.09862342		-0.0927217	0.657
LOC105370051	-0.23430055		-0.4258793	0.083
TMEM132B	0.31803203		0.0110495	0.974
LOC100128276	0.01340465		-0.1686456	0.637
TMEM132D	-0.11447183		-0.5419531	0.0695
LOC107984451	-0.00924845		-0.2877328	0.33
ADGRD1-AS1	0.07795658		0.3880609	0.211
P2RX2	0.05865967		-0.2569276	0.262
TPTE2	-0.14496181		0.2629679	0.269
IL17D	0.11471029		0.0376032	0.909
LOC101928764	0.01296283		-0.0298644	0.913
LINC00539	-0.09665431		-0.0726799	0.76
GRK6P1	0.19100011		-0.0944214	0.707
C1QTNF9	-0.09759348			
LOC105370117	-0.12002382		-0.0384361	0.901
RNF17	-0.02601839		0.0930639	0.665
LINC02340	-0.10366526		0.0026372	0.994
LINC00412	-0.0229067		-0.2932963	0.228
SNORD102	-0.43587211		-0.2495334	0.151
UBE2L5	-0.00372425		0.064779	0.762
LINC00398	-0.36350242		-0.6057638	0.0152
KL	-0.51083353		0.4274582	0.454
TRE-TTC1-2	0.1159159		-0.0238311	0.928
MIR5006	-0.08501465		-0.0678101	0.75
VWA8-AS1	0.06717464		-0.4956058	0.00718
LOC105370178	-0.03514512		0.5914749	0.0455
LOC105370203	0.19236988		0.0741979	0.819
LOC105370205	-0.01280178		0.0251092	0.927
CTAGE10P	-0.02873751		-0.2498637	0.283
DLEU7-AS1	-0.10903075		0.1084625	0.788
LOC101929657	0.05362088			
CNMD	-0.17711109		-0.1784362	0.458
EDNRB-AS1	0.04958188		0.0183967	0.95
LOC105370274	-0.23899074		-0.1409517	0.523
DOCK9-AS1	0.15030391		0.1490149	0.522
DOCK9-DT	0.39159177		0.0334707	0.909
LINC00449	0.00546332		-0.0826595	0.718
MIR4306	0.02967474		-0.0876657	0.733
LOC107984581	-0.45622594		-0.2632817	0.659
COL4A2-AS2	-0.02296092		0.2966803	0.166
MCF2L-AS1	0.0648715		0.0868971	0.753
F10-AS1	-0.18572813		-0.2546284	0.283
MIR8075	0.05618715			
GRK1	0.01757821			
GAS6-DT	0.02319126		0.2397086	0.434
RNASE7	0.06917086		-0.2069271	0.507
LOC105370398	-0.35937469		-0.4186609	0.0733
SNORD8	0.02489403			
LOC112267867	0.15589201		0.0269997	0.932
PRMT5-DT	-0.14555793		-0.3608314	0.0768
MIR4707	-0.19345789		-0.4185647	0.0409
CDH24	-0.16986726		0.1677279	0.576
EFS	0.12623847		0.3874587	0.0823
CTSG	0.21100355		0.5463071	0.31
LOC105370413	-0.41024944		-0.3832607	0.335
G2E3-AS1	-0.19115895		0.0694667	0.778
RNU6-7	0.04912861		0.1843667	0.378
SNORA101B	-0.10742438		-0.2082588	0.343
SLC25A21	-0.15898193		-0.1140819	0.606
LOC101927418	-0.12945673		-0.1282961	0.566
LINC01599	0.00683698		0.0950028	0.659
LOC102723604	0.00307746			
LOC105378180	-0.68312848		-0.9640429	0.0127
LOC112268134	0.61803793		0.0560626	0.901
KTN1-AS1	-0.13349764		-0.1517613	0.498
LOC112268129	-0.13610681		0.0432575	0.852
SLC35F4	-0.21937842		-0.4980459	0.028
LOC105370518	0.00867201		-0.1643716	0.451
LOC105370532	0.05123354		0.20307	0.359
TEX21P	-0.0454685			
LOC107984655	0.04197751		0.0255178	0.905
LOC107984016	0.06621259		0.0015367	0.996
LOC107984690	0.1698896			
LRRC74A	-0.07982096		-0.1045264	0.733
LINC02289	-0.57250923		-0.6734686	0.0236
SAMD15	-0.01646448		-0.1551188	0.563
KCNK13	0.25927626		0.2436197	0.315
CATSPERB	-0.12717295		0.38826	0.46
ASB2	0.18707199		-0.0988039	0.754
RTL1	-0.0005871		-0.0898254	0.75
LOC105370677	-0.07223928		-0.3776868	0.0436
LINC00638	0.03334917		0.0214249	0.935
TEX22	0.01509693		-0.0811875	0.7
MTA1-DT	-0.0809638		-0.058714	0.808
TMEM121	0.33854262		0.1019061	0.714
LOC105378187	-1.08917534			
IGHD	-0.13470937		0.6359055	0.189
IGHV1-24	0.046479		0.4340656	0.366
IGHV4-28	-0.1594929		0.1018053	0.859
IGHV2-70	-0.28241388		-0.0410156	0.946
LOC105379272	-0.22617708		-0.1511204	0.478
IGHV3-9	-0.80642754		-0.0817695	0.905
LOC105370714	-0.06634288		-0.417012	0.254
SNORD64	-0.03961046		-0.3597979	0.0632
SNORD116-13	-0.00919308		-0.2458878	0.302
SNORD116-14	0.09684803		-0.3014379	0.16
SNORD116-24	0.18223826		-0.1458631	0.575
LINC02352	-0.13175755		0.0654116	0.819
LOC105376710	-0.08715212		-0.1722403	0.398
NANOGP8	-0.25850195		-0.4894293	0.0259
MRPL42P5	-0.30370989		-0.1586947	0.514
ITPKA	-0.09967692		0.1924132	0.532
EHD4-AS1	0.29763647		0.4968949	0.00568
STRC	-0.26521293		-0.4210096	0.117
FRMD5	0.1469294		0.4568403	0.061
PIN4P1	-0.0345864		0.1640878	0.458
TRH-GTG1-7	0.17447611		-0.1520796	0.661
SHC4	0.3911751		0.5286485	0.281
LOC102724587	0.01826033		0.0979262	0.675
TNFAIP8L3	0.38077359		0.4314435	0.213
SCG3	-0.10968375		0.0641038	0.748
CERNA1	0.03424124		0.282181	0.0778
MIR628	-0.14517582		-0.0932283	0.703
ALDH1A2-AS1	0.06312101		0.5988436	0.136
PIF1	-0.15885501		0.0513428	0.857
SNORD13E	-0.13896038		-0.4203463	0.03
LINC01169	0.37485888		-0.1232124	0.719
LOC105376718	-0.2499303		0.1769807	0.489
RNU6-1	0.14611817		0.1756367	0.386
KIF23-AS1	0.11123094		0.5061119	0.064
NR2E3	-0.29921766		-0.2139104	0.523
GRAMD2A	-0.22307151		-0.6249443	0.00842
LOC105370887	-0.0670567		-0.1079023	0.723
TMEM202-AS1	-0.3009452		-0.3800664	0.0534
LINC02259	-0.06840919		-0.0280115	0.922
MIR631	-0.17355569		-0.5237444	0.0049
GOLGA6EP	-0.11305395		-0.2400953	0.259
MINAR1	0.06831401		0.2920072	0.163
CFAP161	-0.37384777		-0.1627372	0.559
LOC102724001	-0.6324581		0.4830308	0.444
MEX3B	-0.15685756		0.6218886	0.112
ACTG1P17	-0.050418		-0.251484	0.311
DNM1P41	-0.16700732		-0.1199977	0.579
LINC00933	-0.06711125		0.2396017	0.19
LOC105370947	-0.06472965		-0.1833547	0.319
NMB	0.31354086		0.265495	0.332
MESP1	0.12123146		-0.1002162	0.726
LOC105370965	-0.18114854		-0.1680844	0.488
MIR5009	-0.03938947		-0.3877873	0.0616
PRC1-AS1	0.13231982		0.2635925	0.208
LOC440311	-0.22578462		-0.2771666	0.172
LOC105370989	0.08160975		0.0309141	0.907
LOC105370993	0.01698467		0.2527693	0.393
LOC105371009	0.5237663			
LOC105371028	0.52613782			
LOC105371036	-0.17370455		-0.3019932	0.115
RHBDL1	-0.02495149		-0.0737181	0.768
LMF1-AS1	0.01456948		-0.0676569	0.776
CCDC154	0.11438341		0.1493372	0.52
MAPK8IP3-AS1	-0.10160509		-0.1639552	0.537
SNORA10	0.02383451			
NOXO1	-0.18048398		-0.1426026	0.443
SNORD60	0.14792093		0.1994042	0.333
DNASE1L2	-0.1550372		-0.229176	0.352
PKMYT1	0.36137361		0.2854849	0.287
GREP1	0.28612465		-0.0885862	0.775
CLDN9	0.27860998		0.3179602	0.243
TRR-CCT3-1	0.41343674		0.3447464	0.295
MTRNR2L4	-0.01761706		0.0719629	0.842
SEC14L5	-0.05900421		-0.6051043	0.00554
NAGPA-AS1	0.01667253		-0.2250695	0.231
LOC107984828	0.09464131			
LINC01290	-0.22852225		-0.5359054	0.0737
TNFRSF17	-0.15516581		0.015665	0.978
LOC642696	0.00990597		-0.1304629	0.647
LOC105371087	0.11378395		0.1409112	0.579
LOC101927469	-0.0719015		-0.1109869	0.65
LOC105371102	-0.31784992		-0.50714	0.0718
LOC107987234	0.06878406		0.1957543	0.344
LOC112268172	-0.0893182		-0.2538706	0.15
SMG1-DT	0.14582624		-0.1364801	0.551
TMC7	0.1113876		0.5025942	0.0753
LOC105371115	0.05244988		-0.1017448	0.681
DNAH3	-0.07668285		-0.3647824	0.161
OTOA	-0.07559928		0.2219398	0.367
TRL-TAG3-1	0.21299709			
LOC554206	-0.28750731		-0.4617473	0.0412
LOC100128079	-0.13644446		-0.1144473	0.592
LOC101928215	0.0990565		-0.0050033	0.988
LOC107984833	-0.25801486		-0.4274546	0.0901
LOC105371167	0.30688698		0.124052	0.678
TBX6	-0.12992328		-0.2460335	0.27
GDPD3	0.08864796		0.0880864	0.668
ZNF843	-0.1454467		-0.1798926	0.477
LOC107983990	0.0100921		-0.0494892	0.823
HERC2P4	0.14253094		0.127686	0.806
UBE2MP1	0.00646136		0.0256453	0.918
SHCBP1	0.14591015		0.6262588	0.0189
ORC6	0.25965436		0.5429011	0.047
MYLK3	-0.04346489		-0.2329789	0.205
NETO2	0.07614591		0.7417228	0.0268
LOC101927272	0.1129252			
LINC02127	-0.27807446		-0.558394	0.0322
LOC107984886	-0.36145936		-0.5204417	0.0625
LOC105371256	-0.52995816		-0.2477479	0.582
MIR3935	-0.04981349		-0.4616427	0.0762
CCL22	0.44357699		0.2566941	0.437
BEAN1-AS1	-0.3009504			
CMTM1	0.00921985		-0.0187908	0.937
RRAD	0.32754779		0.7784659	0.019
PLEKHG4	0.32904965		0.1910557	0.474
TPPP3	-0.26121242		-0.345515	0.356
MIR6773	-0.18501048		-0.3849467	0.0611
SNORD71	-0.13837455		-0.2555919	0.21
LOC107984827	-0.11277288			
LOC105371344	0.05644709		-0.0880689	0.755
LOC105371345	-0.15236438		-0.4092639	0.0392
DUXB	-0.13284359		-0.403605	0.0791
SYCE1L	-0.08650853		-0.2900738	0.114
LOC107984806	-0.00043669		-0.1353786	0.6
LOC105371361	-0.05393468		-0.0139877	0.964
LOC105371362	-0.01904452		-0.2067626	0.347
LOC112268169	0.10093767		-0.0031789	0.991
LOC105371366	0.05060432		-0.4511462	0.171
LOC105371371	-0.1048144			
ATP2C2-AS1	0.00780697		0.1139778	0.665
LOC105371378	-0.04998058		-0.3501906	0.0574
LOC101928474	0.40881937			
LINC00311	0.07005789		-0.1875135	0.545
LOC107984890	-0.14515968		-0.1130731	0.703
PABPN1L	-0.05208092			
LOC105371413	-0.04006151		-0.4265265	0.132
LOC100287036	-0.11145308		-0.2752241	0.128
LOC101927863	0.01633498		-0.3217349	0.151
LOC105371419	-0.01855288		-0.2774272	0.288
LOC112268179	-0.1937712		0.0298591	0.885
MC1R	-0.05405474		0.1669748	0.398
TUBB3	-0.15850247		-0.0873017	0.791
GAS8-AS1	-0.22956269			
LOC102723753	0.03603737		0.0030386	0.995
LOC101929828	-0.1224092			
LOC112268190	0.23251727		0.2721762	0.189
MIR22	0.11174892		0.0984119	0.657
LOC107984988	-0.200897		-0.237853	0.349
LOC284009	-0.05811526			
ALOX15P1	0.09267155		0.0667993	0.842
MIR324	-0.16489235		0.006252	0.983
SLC35G6	-0.04613401			
TMEM88	-0.02134079		0.0470483	0.903
CFAP52	-0.06275224		-0.3319514	0.182
CDRT15	-0.12487736		-0.1976393	0.35
FBXW10B	-0.05334806		0.0643694	0.799
SNORD49A	-0.12551743		0.0636017	0.759
SMCR5	-0.03579668		-0.1275177	0.635
KRT17P5	-0.06359955			
FBXW10	-0.13449205		-0.0391596	0.897
GRAPL-AS1	-0.22033281		-0.4294779	0.0296
RNF112	-0.0037055		-0.075496	0.794
KCNJ12	-0.06398198		0.0313742	0.925
NOS2	0.56387156		0.5902372	0.046
SEBOX	-0.05596691		0.0645679	0.816
PROCA1	0.00534232		0.1170359	0.551
CORO6	0.24980309		0.2833461	0.137
SLC6A4	-0.10141697		-0.2789992	0.173
SH3GL1P2	-0.26789902		-0.4568843	0.0183
LOC107985082	0.00369017		-0.0149061	0.95
LOC105371742	-0.28971979		-0.3785158	0.0956
HEATR9	-0.01699279		-0.1051437	0.58
LOC101927369	0.09670167		-0.1887108	0.47
LOC102724956	-0.1139935			
LOC105371750	-0.43899954		-0.3106324	0.26
C17orf78	-0.17076206		-0.261262	0.25
LOC105371762	-0.32483818		-0.2607514	0.179
SNORA21B	-0.06836874		-0.0814695	0.718
RDM1P5	-0.01001803		-0.5897606	0.00529
CACNB1	0.04586062		0.076646	0.806
LOC105371770	-0.06914709		-0.0579761	0.824
TCAP	0.63241359			
LOC112268187	-0.04266612		-0.3077093	0.0513
LOC105371934	0.113343		0.1364834	0.519
LOC107985090	0.2501533		0.1614874	0.627
KLHL10	-0.03150274		-0.2701862	0.17
ODAD4	-0.104395		0.1607329	0.635
ZNF385C	0.01878266		-0.0908193	0.677
C17orf113	-0.16475486		-0.2144701	0.332
CD300LG	0.33415868		0.3570868	0.335
ADAM11	0.21614977		0.0403458	0.93
FMNL1-AS1	0.02829712		0.1069036	0.634
MIR4315-1	0.03512354		0.0810175	0.746
LINC02210-CRHR1	-0.06215564		-0.2026404	0.229
EFCAB13-DT	-0.08216882		-0.0891131	0.698
MIR1203	-0.23396354		-0.5000398	0.0267
SKAP1-AS2	-0.13685425		0.1070985	0.734
HOXB6	0.12407206		-0.1734125	0.514
GNGT2	0.0672903		0.1264951	0.575
NGFR-AS1	-0.04484722		-0.135679	0.636
NXPH3	0.19250944			
LOC105371825	-0.16803235			
MTVR2	-0.13112539		-0.1267785	0.623
LOC101927539	0.09328828		-0.2430124	0.316
LOC107985065	-0.04167142		0.0504669	0.846
HSF5	-0.14024935		-0.2368702	0.265
LOC107985048	-0.14990064		-0.1675185	0.504
WFDC21P	0.26841611			
LOC100996660	0.21642687		0.0947659	0.673
LOC105371856	-0.12656094		0.2561874	0.324
SCN4A	0.34672547			
SNORA38B	-0.07493035		-0.6050636	0.0723
LOC105371871	0.03212141		-0.245696	0.323
MIR635	0.04458399		-0.0735942	0.794
MIR4524A	-0.06534199		-0.3783664	0.07
LOC102723517	0.1914173		-0.222468	0.668
LINC02097	0.5667815		0.4726916	0.155
CD300LB	0.52932136		0.6929003	0.00261
MIR3615	-0.16322501		-0.1163474	0.664
HID1-AS1	0.05755119		-0.2779413	0.205
GALR2	-0.26448175		0.0152223	0.953
SPHK1	-0.16379536		0.3910361	0.287
ST6GALNAC1	0.50725114		0.1525498	0.656
LOC105274304	-0.08486433		-0.2002169	0.286
LOC105371910	0.06986492		-0.2184126	0.408
LINC02078	-0.22732751		-0.1162481	0.722
LOC400627	-0.01363332		0.1207847	0.499
LOC100129503	-0.0411713		-0.3304616	0.136
FSCN2	0.25560535		0.2363011	0.434
PDE6G	0.29825113		0.2021772	0.36
LOC105371929	-0.0083562			
NPB	-0.32809942		-0.277526	0.26
LOC101929552	0.0474358			
CLUL1	0.0644835		0.4346905	0.213
TYMSOS	0.15382233		0.6622615	0.0193
DLGAP1-AS2	-0.00167547		0.0302742	0.914
AKAIN1	-0.09020024			
LOC101927511	-0.72601946		-0.6874395	0.0109
MIR5190	-0.0671077		-0.1133016	0.644
ANKRD20A5P	-0.13181493		-0.3369551	0.301
LOC105376866	-0.08292932		-0.108792	0.662
TTC39C-AS1	-0.10886205		0.1209945	0.715
SETBP1-DT	0.26299897		0.3344381	0.263
LOC105372092	0.09885755		0.0443353	0.897
ELOA3DP	-0.00181058		-0.2123298	0.435
ELOA3CP	0.02257411		-0.1333855	0.67
SNORD58C	-0.06523973		0.1506152	0.538
SNORD58A	-0.309842		0.0006503	0.998
CFAP53	-0.01645036		0.0268264	0.933
LINC02565	-0.40011666			
PMAIP1	0.18706839			
CDH20	-0.4815852		-0.5514239	0.0421
LOC107985135	0.42124688		0.5125842	0.129
LOC107985138	-0.30366883			
LOC105376874	-0.33273072		-0.2945392	0.352
LOC105372214	-0.17000185		-0.0456773	0.869
LOC105372217	-0.32085934		-0.3312208	0.114
LOC107985149	-0.1533773		-0.5836371	0.00468
LOC101927897	0.03339968		-0.0255793	0.934
RBFADN	0.00987154		-0.3211971	0.151
CBARP	-0.03285355		0.0396536	0.863
LOC102723811	0.14104057			
ADAT3	-0.13389004		0.1944595	0.312
MIR6789	-0.04978467		-0.0132182	0.964
LOC101928631	0.19090959		0.1616358	0.392
S1PR4	-0.04217203		0.0599167	0.817
LOC105372245	0.00951954		0.0444429	0.863
LOC105372250	0.02463152		0.2577348	0.375
LOC107985320	-0.01143247		-0.3669165	0.0396
