Symbol	Inflammation_1_v_Control	Inflammation_1_v_Control_pvalue	Inflammation_2_v_Control	Inflammation_2_v_Control_pvalue
GOLGA6B	-0.11679518	0.805	-0.1867567	0.712
NUBP2	0.04522079	0.805	-3.711e-05	1.0
CEP89	0.0364497	0.805	0.17852668	0.287
PIH1D1	-0.03443089	0.805	-0.04087742	0.86
LOC107986599	0.06455304	0.805	0.04648008	0.902
ACSS3	0.07243347	0.805	0.12602129	0.64
DENND4A	-0.04443428	0.805	0.0224582	0.916
RTL9	0.17188982	0.806	-0.10883249	0.895
BET1	0.05003326	0.806	0.1235002	0.397
SLC35A1	0.02951545	0.806	0.07444824	0.555
RNF31	0.03414405	0.806	0.00065484	0.997
WASF2	0.04666096	0.806	0.20041367	0.406
LOC107984748	-0.06433476	0.806	-0.3280751	0.146
SNORD35A	0.12497924	0.806	0.42160008	0.406
SLC25A34-AS1	-0.12629306	0.807	0.14500782	0.827
FABP1	0.09595129	0.807	0.0596258	0.891
LOC105375521	-0.07059219	0.807	-0.23293111	0.301
PARP4	0.02937833	0.807	0.05853539	0.655
TIAL1	-0.02453374	0.807	-0.04996328	0.656
MAGOHB	0.04271364	0.807	0.0915059	0.523
FAM20C	-0.05247717	0.807	-0.12913886	0.559
WDFY1	-0.0317937	0.807	0.00864958	0.953
LOC105376963	-0.09535651	0.807	-0.28892769	0.451
CCNT2	-0.03650847	0.807	-0.08061161	0.494
WDR75	-0.02751178	0.807	0.02919925	0.789
UCP1	0.07627934	0.807	0.12599426	0.705
XRCC2	0.10965844	0.807	0.53367397	0.186
LOC105375987	0.1165769	0.807	-0.09728179	0.885
MEG8	0.06038479	0.807	0.02681165	0.925
UBE2Q2P2	-0.08400909	0.807	-0.14849773	0.644
ZNF561	0.03708329	0.807	0.14038812	0.32
LRFN1	0.15468316	0.807		
ACTMAP	0.05148636	0.807	0.04451905	0.834
RPL36A	0.07160589	0.807	0.32354717	0.217
RPL37A	0.08441134	0.807	0.2064354	0.429
LINC00299	0.13938701	0.807	0.04730188	0.938
LOC105371026	0.07519012	0.807	0.11954385	0.721
PPM1D	0.03543645	0.807	0.15729654	0.231
LOC105372821	-0.15648528	0.807	-0.00561376	0.993
SNX4	-0.03556018	0.807	-0.07424744	0.673
MYBPHL	-0.2519174	0.807		
LOC100128398	-0.08000942	0.808	-0.11114058	0.642
TMEM169	0.06037639	0.808	0.25129965	0.408
LRRC8C-DT	0.13059194	0.808		
ATF2	-0.02497385	0.808	-0.05217513	0.575
CPEB2	-0.05507712	0.808	-0.13660898	0.49
FAM135A	0.04300138	0.808	0.29367249	0.261
LOC107984399	0.12593882	0.808	-0.20501433	0.709
GTF2H3	0.02728941	0.808	0.01127434	0.943
SNORA21	0.10055803	0.808	0.43578846	0.2
ROR1-AS1	0.16583633	0.808		
CLDND1	0.03277237	0.808	0.09066611	0.494
ZDHHC16	0.03769254	0.808	0.02827962	0.9
IGHG4	-0.23000359	0.808	0.3200137	0.723
WDR4	0.05239301	0.808	0.10677802	0.635
LIPT2	0.06824319	0.808	-0.04841073	0.872
STK32C	-0.05773736	0.808	-0.05663805	0.835
SZRD1P1	-0.15629506	0.808	-0.25211591	0.675
ZFPM1	0.09301199	0.808	-0.01196617	0.979
LOC107985156	0.14909938	0.808		
LOC105372217	-0.1202984	0.808	-0.35121868	0.466
ALDH8A1	0.03283619	0.808	-0.09714851	0.709
MAN2A2	0.04994384	0.808	-0.07166866	0.752
LOC105377295	0.16220295	0.808	0.37940969	0.485
SCARNA2	-0.09971211	0.808	0.0066333	0.986
RBM17	-0.02659223	0.808	-0.0686569	0.386
CD2BP2-DT	-0.07931172	0.808	-0.14449214	0.665
CHCHD4	0.04758421	0.808	0.19573689	0.269
CPLX1	0.11279367	0.808	-0.3522741	0.383
SPATA24	0.08265114	0.808	0.10042367	0.695
UMAD1	-0.03908751	0.808	-0.0711324	0.645
STX17-DT	-0.08745449	0.808	-0.22032095	0.635
PCBD1	-0.07014281	0.808	-0.10326336	0.779
LOC105371505	-0.06348926	0.808	-0.23347812	0.295
NGFR-AS1	-0.13260779	0.808	-0.37900742	0.367
SLC16A5	0.06974305	0.808	-0.00216664	0.995
LOC105372486	-0.11407044	0.808		
FOXP3	0.19270363	0.808	0.47183091	0.41
LINC00102	0.1556246	0.808		
TTC7B-AS1	0.0786675	0.808	-0.09347706	0.754
VEGFA	-0.04382027	0.809	-0.16794859	0.36
GSN-AS1	0.07242499	0.809	0.17357772	0.576
BMS1	-0.03157074	0.809	-0.01234197	0.917
CHST14	0.05361297	0.809	0.06951772	0.767
EXTL3	0.03989173	0.809	-0.0205721	0.918
APH1A	0.03882785	0.809	0.02890394	0.872
PAPOLA	-0.03542615	0.809	-0.03585045	0.866
RPL39	0.09565325	0.809	0.23440241	0.451
BCL9L	-0.07064421	0.809	-0.02441382	0.951
KLF7	0.04931519	0.809	0.14688978	0.48
CBLN1	-0.22636319	0.809		
OXCT1	0.12078171	0.809	0.72534544	0.14
ARID4B	-0.03003057	0.81	-0.01212756	0.946
MRFAP1L1	-0.02901863	0.81	-0.01041283	0.95
LOC105375864	-0.17319308	0.81		
SGK2	0.0771793	0.81	0.26653403	0.48
LOC107986633	0.14331196	0.81	0.27724473	0.606
LOC105369312	-0.10491973	0.81	-0.65434676	0.0241
ITGA7	-0.15519251	0.81	-0.19458486	0.66
PPIAL4C	0.10823399	0.81	0.32576783	0.4
HDAC6	0.04455484	0.81	0.02728452	0.895
MCOLN3	0.17303192	0.81	0.55758998	0.522
LOC105378914	0.13298841	0.81		
EFCAB2	-0.06166837	0.81	-0.17874757	0.577
ST6GAL1	-0.03290431	0.81	-0.08310183	0.624
SLFN13	0.07480303	0.81	0.62680774	0.0695
LINC01560	-0.06470068	0.81	-0.18734525	0.47
P4HTM	-0.05790753	0.81	0.07046137	0.722
LOC105379189	-0.17809206	0.81	-0.09800307	0.906
CLDN7	0.10697058	0.81	0.53746128	0.122
SPIRE1	0.14612301	0.81	0.12394925	0.837
BOP1	0.05693836	0.81	0.08853555	0.7
SCUBE2	-0.17076903	0.81	-0.11965804	0.888
SNORD116-22	0.13816583	0.81		
LOC105371114	-0.1119844	0.81	-0.31822145	0.339
PALB2	-0.02840192	0.81	-0.02330419	0.848
STT3A-AS1	-0.09372638	0.81	-0.05505169	0.902
KCNA6	0.14519897	0.81		
CYP51A1	0.16540874	0.81	-0.13782155	0.854
B4GALT2	0.06306523	0.81	0.1598706	0.519
ZNF436-AS1	-0.13725244	0.81	-0.42307337	0.286
TRA2B	0.02683143	0.81	0.11610396	0.167
AHI1-DT	0.11566626	0.81	0.32397038	0.581
SH3TC1	0.0535135	0.81	0.04738089	0.802
RBAK-RBAKDN	-0.05594975	0.81	-0.0286663	0.914
LOC105375469	-0.09725177	0.81	-0.10066746	0.793
LOC105369416	-0.1482865	0.81	0.06378402	0.921
CCNB2	0.11284367	0.81	0.27857411	0.527
SWSAP1	-0.06550799	0.81	-0.20487422	0.351
LINC01910	-0.15334627	0.81		
HEBP1	0.08263494	0.811	0.14436051	0.661
LINC01564	0.1153209	0.811	0.26882101	0.478
ZNF777	0.03748868	0.811	-0.03312636	0.866
NUCB2	0.0811651	0.811	0.21447446	0.401
SLC6A12-AS1	-0.07767491	0.811	-0.13269425	0.71
ASCL1	0.34204366	0.811	0.08074369	0.957
FSD2	0.04794493	0.811	-0.15571121	0.411
LOC105371856	0.11698449	0.811	0.63643418	0.234
SF3A2	-0.06009517	0.811	-0.12525929	0.634
ARSF	0.22771517	0.811	0.0756761	0.944
PLCL1	0.14863871	0.811	-0.03572663	0.944
TBC1D32	0.05054501	0.811	0.06954413	0.803
CHTF18	-0.0798453	0.811	-0.01295362	0.97
PUM2	-0.03066995	0.811	-0.09774703	0.453
CENPS	0.06503312	0.811	0.12154003	0.674
LOC105374697	0.16950483	0.811		
ELFN1	-0.06796	0.811	-0.42538894	0.152
ST18	0.14632395	0.811	0.0854114	0.903
LOC105376000	-0.11370217	0.811	-0.23308763	0.643
AHNAK	0.04375027	0.811	0.03717435	0.876
CAPN5	-0.05798021	0.811	-0.26797784	0.411
CLIP1-AS1	-0.06651915	0.811	-0.27987413	0.241
TBX21	0.11537173	0.811	0.52658825	0.284
DNMT3L	0.12907494	0.811	-0.08883731	0.905
GNL1	0.03097606	0.811	0.03281758	0.83
SLC18A2	-0.04015384	0.811	-0.0874462	0.701
NAPSA	-0.07718825	0.811	-0.18979949	0.609
SATL1	-0.07359474	0.811	-0.20219282	0.393
SMIM10	-0.12765432	0.811	0.55093977	0.388
RFNG	-0.06118068	0.811	-0.18414954	0.439
HSD3BP4	0.11207557	0.811	0.14150196	0.714
IFT80	0.03768921	0.811	0.29718579	0.3
LOC104054148	0.10844544	0.811	0.12973751	0.808
NTAN1	0.07480191	0.811	0.21919003	0.494
ADAP2	0.05777681	0.811	0.25506319	0.274
BCL9	-0.04493204	0.811	-0.11990658	0.478
ELOVL6	0.17273042	0.811	-0.30089643	0.588
LOC105372083	0.33908017	0.811		
DENND1C	0.04167258	0.811	-0.04247874	0.779
IGLV3-9	0.30121339	0.811	0.99268156	0.341
MIR6809	0.10922042	0.811	-0.05388373	0.916
LOC101928768	0.14540671	0.811	0.29164018	0.564
ARG1	-0.0592346	0.811	-0.19302408	0.391
ZNF184	0.03450427	0.811	0.1532257	0.364
ATPAF2	0.03464568	0.811	-0.00233888	0.989
ZZEF1	-0.03187595	0.812	-0.09691323	0.261
LINC01558	-0.09718008	0.812	-0.08365837	0.854
ZNF273	0.07454935	0.812	0.04671459	0.865
UEVLD	0.02808184	0.812	0.09524488	0.445
LINC02284	-0.14972047	0.812	0.15910003	0.788
LOC107984827	0.13934133	0.812	0.05794573	0.934
SLC26A11	0.04615797	0.812	-0.04294128	0.865
ZNF8-DT	-0.07069108	0.812	-0.10650132	0.67
LOC101927019	0.06893765	0.812	0.09620029	0.733
MT1H	0.24437474	0.812	-0.24287276	0.83
HPS3	-0.07009183	0.812	-0.11004399	0.665
LOC107984806	-0.11900311	0.812	-0.17427546	0.704
OXTR	-0.153675	0.812		
LINC02889	-0.13301003	0.812	0.04702419	0.926
NEMP2	-0.03746758	0.812	-0.06493335	0.709
LINC02029	0.13838531	0.812	-0.33870125	0.514
HNRNPDL	-0.02981518	0.812	-0.11266434	0.264
PJA2	0.02651315	0.812	0.05439628	0.661
LOC107986714	0.09639766	0.812	-0.34784626	0.124
CTAGE6	-0.09120977	0.812	-0.17272295	0.581
IL18BP	-0.0394628	0.812	-0.02542257	0.912
E4F1	-0.04539085	0.812	-0.12649097	0.542
TRIM52	-0.02642875	0.812	-0.12801288	0.252
C1orf53	0.11155413	0.812	-0.07008091	0.829
CAVIN4	0.14725435	0.812	0.46136605	0.359
PPFIA2	-0.07687972	0.812	-0.16545729	0.567
EEF1AKMT1	-0.04973669	0.812	0.03439126	0.872
CDIN1	0.07606918	0.812	0.10551316	0.634
NELFE	-0.02741833	0.812	0.00204823	0.991
LOC105375492	0.06783047	0.812	0.19491193	0.46
SFRP1	0.08332119	0.812	-0.07823301	0.792
ORC4	-0.02342847	0.812	-0.04150009	0.723
LNCTAM34A	0.15132336	0.812	0.60600596	0.268
S100A6	0.15209277	0.812	1.01008463	0.14
SNORD89	0.08095034	0.812	0.13281174	0.715
POLH	0.03768193	0.812	0.09766127	0.541
JAKMIP3	-0.16394259	0.812	-0.25769074	0.611
LOC101927825	-0.09950942	0.812	-0.19594672	0.645
PIN4P1	0.11685494	0.812	0.24628599	0.562
EEF2K	-0.03839573	0.812	-0.0931436	0.494
LIG3	0.03028792	0.812	0.03305125	0.754
LOC105376039	-0.10900067	0.812	-0.30641998	0.506
MRGBP	0.0454024	0.813	0.03341084	0.876
MED8-AS1	0.05614315	0.813	0.07721848	0.746
TANC1	0.04088477	0.813	0.20657148	0.344
ZNF677	0.08035847	0.813	0.23023623	0.512
SNORA40	0.0686044	0.813	0.21908856	0.413
ROBO4	0.06934551	0.813	-0.0097051	0.979
PTPRB	-0.04630475	0.813	-0.14312307	0.397
HPGDS	0.14413237	0.813	0.17912995	0.697
ZNF732	-0.09465106	0.813	0.01332191	0.98
VPS13B-DT	-0.10487049	0.813	-0.07113523	0.883
DCTN3	0.04835593	0.813	0.06983579	0.651
AGAP1-IT1	-0.11737532	0.813	-0.15433401	0.754
POLR3GL	-0.05025492	0.813	-0.08812044	0.648
PRSS23	-0.04447865	0.813	0.30772341	0.344
NUCB1	-0.03994495	0.813	-0.08236394	0.703
JARID2	-0.03004293	0.814	-0.00543362	0.977
LOC105370579	-0.0859649	0.814	-0.13751797	0.659
LOC101929908	-0.10340882	0.814	-0.13378794	0.736
COL15A1	-0.2494465	0.814	0.10814703	0.924
POC1B	-0.03670465	0.814	0.07151722	0.688
N4BP1	0.02833641	0.814	0.03112653	0.861
ZNF584	0.03884814	0.814	0.00793985	0.97
DKC1	0.02947125	0.814	0.10797013	0.266
LOC105375218	0.12191453	0.814	-0.07271583	0.896
LOC107984655	-0.08450802	0.814	-0.13861689	0.756
CYSLTR1	0.10779516	0.814	0.37605903	0.436
C4orf3	0.03977321	0.814	0.02234226	0.892
GLO1	0.04915414	0.814	-0.08505189	0.731
ZNF767P	0.03773749	0.814	-0.01973584	0.913
KHDC4	-0.02395368	0.814	-0.05245844	0.496
ATP1A2	-0.21784922	0.814	-1.32411007	0.106
LOC105374179	-0.09629565	0.814	-0.10907557	0.795
HSD17B3-AS1	0.11571677	0.814	-0.13062316	0.749
CDK11A	0.04013259	0.814	0.0767283	0.616
EHHADH	0.04214192	0.814	0.0174972	0.964
AVEN	0.04392773	0.814	-0.10245912	0.353
ZNF284	-0.04813695	0.814	0.09210337	0.635
GTF2H2	0.06614226	0.814	0.23612554	0.284
DSP	-0.05739305	0.814	-0.07827921	0.698
RPS18	0.08024259	0.814	0.28146303	0.31
LHCGR	-0.26035346	0.814		
H2AC21	-0.09219523	0.814	0.07491539	0.751
SNORD100	0.10494318	0.814	0.36038889	0.387
LOC105376384	0.03730446	0.814	0.12476132	0.472
SEH1L	0.03359068	0.814	0.08699184	0.552
SIGLEC6	0.16834651	0.814	0.07210108	0.915
KDM4A-AS1	0.04231871	0.815	-0.15030139	0.255
MIR3934	0.13742532	0.815		
SLC25A26	-0.02605734	0.815	-0.04666278	0.761
TMEM9	0.04472667	0.815	0.11894298	0.57
LOC107985217	0.1414149	0.815		
RRAGD	0.11457669	0.815	-0.07903205	0.776
GRIN3A	-0.07503457	0.815	-0.55395051	0.0672
HBS1L	-0.03002833	0.815	-0.08815083	0.53
EIPR1	-0.05618398	0.815	0.13249089	0.599
LOC107985786	-0.08991802	0.815	-0.09825475	0.735
LOC101928705	-0.04408523	0.815	-0.17240051	0.282
INO80E	0.04258073	0.815	0.02332418	0.928
TRIP10	0.12171306	0.815	-0.06056651	0.812
ZNF568	-0.07598105	0.815	-0.2671548	0.229
LOC105373089	0.24355046	0.815		
LOC107986800	-0.11023955	0.815		
LURAP1L	-0.05664503	0.815	0.02982089	0.927
LOC105372705	0.13483302	0.815		
TPTE2P5	-0.06874664	0.815	-0.13244956	0.661
FKBP4	0.04987997	0.815	0.17421492	0.46
VPS28	-0.0480368	0.815	-0.0439182	0.836
KIF12	-0.08511106	0.815	-0.46485606	0.137
HSD17B1-AS1	-0.04213259	0.815	-0.00598711	0.983
SERPINB1	0.06813175	0.815	0.40117614	0.197
WIPF2	0.03220242	0.815	0.05811537	0.718
ANAPC10	-0.03023152	0.815	-0.01354673	0.936
LOC105378669	-0.10660992	0.816	-0.07040656	0.877
PRSS42P	-0.12334955	0.816	-0.64101825	0.167
EPO	0.23566363	0.816	0.80226732	0.287
PFKL	0.04704656	0.816	0.04726163	0.871
ZDHHC7	0.0380595	0.816	0.11289697	0.452
PCNX2	0.1024591	0.816	0.89431774	0.098
ZNF655	-0.02298233	0.816	-0.0465656	0.635
RP1	-0.28907302	0.816		
TMEM245	0.04484714	0.816	0.06805849	0.632
IFIT1	0.12549079	0.816	-0.08702241	0.842
COL17A1	-0.08294457	0.816	-0.24537591	0.466
LOC101928474	-0.25940884	0.816		
ATP8B1-AS1	0.04611156	0.816	0.09375194	0.629
LOC107984088	0.14156198	0.816		
MRTFA-AS1	0.0657258	0.816	0.15772124	0.348
SYN3	-0.12955388	0.816	-0.16533322	0.815
PLCB1	0.07389991	0.816	0.06175692	0.85
TBX15	0.12799599	0.816	0.38961616	0.464
PABPC4	0.03973681	0.816	0.12216229	0.47
ATPAF1	0.03100013	0.816	-0.03025126	0.868
SOAT1	0.02807474	0.816	0.07786989	0.551
ASPM	0.10832692	0.816	0.32626046	0.424
LOC105372926	-0.08810426	0.816	-0.27265901	0.416
DNAAF10	0.0297323	0.816	-0.02570005	0.848
MGAT4A	0.07240264	0.816	0.36882714	0.257
CD80	0.08712922	0.816	0.38579779	0.203
MLF1-DT	0.07665849	0.816	0.24855455	0.384
BRIX1	-0.03239164	0.816	0.1303308	0.518
LOC107986528	0.19779251	0.816	0.46485325	0.45
IPCEF1	0.07244873	0.816	0.19262633	0.495
LOC101927603	0.13773619	0.816		
MS4A6A	0.07942745	0.816	0.19301239	0.503
DDX10	0.03655609	0.816	0.13361484	0.218
DDX11	-0.11473288	0.816	-0.30044118	0.472
TMEM198B	-0.05260019	0.816	-0.17196385	0.444
GALNT16-AS1	-0.07489861	0.816	-0.29512679	0.273
TDRD9	0.19823433	0.816	0.53890866	0.441
WDR72	-0.07006773	0.816	-0.12682515	0.703
NDE1	-0.06532449	0.816	0.14097661	0.664
PABIR3	-0.05840017	0.816	-0.01511615	0.964
ETDC	-0.09075391	0.816	-0.33537754	0.391
RBMX	-0.02345261	0.816	0.02148249	0.855
LOC105379420	-0.12408179	0.816	-0.25235911	0.636
OR2A1	-0.09801906	0.816	0.19298371	0.63
SIAE	0.02915869	0.816	0.09424715	0.528
B3GNT4	0.03036018	0.817	0.12218645	0.474
ZNF774	0.07449493	0.817	-0.06301359	0.882
LOC112268260	0.07983121	0.817	-0.05260078	0.889
LOC102724528	0.0676554	0.817	0.06732604	0.868
CATIP-AS1	0.10819026	0.817	0.06512288	0.876
MIR576	0.09628748	0.817	-0.1148649	0.813
SNORD95	-0.13372442	0.817		
PXDC1	0.06345871	0.817	0.21123641	0.398
LOC105376154	-0.11376481	0.817		
ENTPD1-AS1	0.05391818	0.817	0.15513506	0.626
KMT5B	-0.02356715	0.817	-0.06584011	0.403
LOC107984831	0.24079326	0.817		
ZNF529	-0.03916559	0.817	-0.03019272	0.877
PPP6R3	-0.02769766	0.817	-0.09271296	0.328
NUP107	0.0310485	0.817	0.05663458	0.654
LOC400627	0.09164421	0.817	0.02371909	0.958
FSIP2	-0.06691548	0.817	-0.22072101	0.287
PCGF3	-0.03742543	0.817	-0.02935106	0.841
CAVIN3	0.12560841	0.817	0.1517049	0.821
NOP53-AS1	0.12817019	0.817	0.14928817	0.748
RFX8	-0.14358408	0.817		
PCDHB8	-0.13014965	0.817		
IFIT1B	-0.10292753	0.817	-0.18163868	0.634
MEI1	-0.10415987	0.817	0.17954719	0.665
MIR198	-0.08983772	0.817	0.55673353	0.408
H2AC2P	0.14682109	0.817		
LOC105379355	-0.1204317	0.817	0.00150382	0.998
LOC105371419	-0.11958915	0.817		
UBE2R2	0.03598629	0.817	0.05411419	0.768
AATBC	-0.0956647	0.817	-0.11180931	0.815
LRRIQ3	-0.12178521	0.818	0.00702774	0.99
DCAF1	0.02609612	0.818	0.01607201	0.883
TRIP13	0.14247852	0.818	0.57920255	0.248
LOC105378551	-0.11636563	0.818		
RNFT1	0.03983068	0.818	0.12933536	0.393
LOC101928092	-0.12142496	0.818	-0.2579396	0.458
ST20-MTHFS	0.05885998	0.818	-0.04976656	0.863
DARS1	-0.02634098	0.818	-0.015803	0.913
C3orf22	0.07147344	0.818	-0.27583238	0.389
LOC101927863	-0.12339464	0.818	-0.07979998	0.882
CAD	-0.03999976	0.818	0.0066603	0.972
VPS52	-0.02530623	0.818	-0.06858271	0.597
ZFHX3-AS1	0.05038775	0.818	-0.1841719	0.4
DHRS3	0.03016138	0.818	0.07387659	0.716
ACTRT3	0.07640614	0.818	0.11367517	0.699
LMBRD2	-0.03315573	0.818	-0.12738354	0.324
WDR55	0.0264566	0.818	0.07255007	0.443
INTS1	-0.05282332	0.818	-0.14397464	0.556
KLF10	0.06605378	0.818	0.06413672	0.85
LOC101928317	0.10520376	0.818	0.44024756	0.287
STAB2	0.05734112	0.818	-0.05319203	0.916
UPF3A	-0.03284349	0.818	-0.06706335	0.647
ALDH1A2	-0.14230031	0.818	-0.32550147	0.519
PLEKHM1P1	-0.03703332	0.818	-0.0825901	0.68
LOC105372095	-0.10703883	0.818	-0.36322274	0.424
LOC105372112	-0.14483977	0.818	0.13178127	0.839
PTCH2	0.0739268	0.818	0.05726866	0.834
MAT2B	-0.041831	0.818	-0.00674014	0.972
ZSWIM8-AS1	-0.04542462	0.818	-0.13072663	0.505
ZCCHC24	-0.04437223	0.818	-0.1467839	0.337
RARA	0.06771416	0.818	0.14745921	0.556
AKR7A2	-0.04592091	0.818	-0.0708103	0.755
PIK3C2A	0.03186416	0.818	0.02924713	0.833
SCN3B	0.31091666	0.818		
TRMT61A	0.05179115	0.818	0.10549194	0.688
NEURL4	0.0391647	0.818	0.04558198	0.797
TMEM256	-0.08265865	0.818	-0.16648379	0.553
PDE9A-AS1	-0.15221705	0.818		
SMPX	0.25999218	0.818		
NIT2	-0.03274466	0.819	-0.14734163	0.502
PRR15	-0.26941554	0.819		
NTRK2	-0.18902367	0.819	-0.70599873	0.25
B4GAT1-DT	-0.06035921	0.819	-0.32862292	0.25
LOC100128276	-0.15183672	0.819	-0.04306699	0.945
ZNF484	-0.03347788	0.819	0.07247534	0.752
LOC102724861	0.14103183	0.819	-0.29028166	0.506
LOC105379003	0.15949613	0.819		
BEAN1-AS1	-0.14738039	0.819		
LOC105373312	-0.20063957	0.819		
LOC105379250	-0.05483866	0.819	-0.07693516	0.702
PPM1N	-0.12046771	0.819		
HAUS3	-0.02525628	0.819	-0.05807849	0.645
ZNF763	-0.05566421	0.819	0.02501941	0.941
MRPS14	-0.03038129	0.819	-0.123318	0.37
LRRC55	-0.18203058	0.819	-0.59286598	0.422
ARHGEF4	-0.03347378	0.819	-0.07532321	0.389
GALNT14	0.08252051	0.819	-0.09327336	0.836
ANXA2P1	0.08271041	0.819	0.34955479	0.306
KLRK1-AS1	0.10138357	0.819	0.42072608	0.272
ING4	0.03445916	0.82	0.01020131	0.956
PRDM2	-0.0255326	0.82	0.04203328	0.752
RHEX	0.21255708	0.82	0.38989877	0.529
SPOCK3	-0.32429708	0.82		
PCDHA4	-0.14436465	0.82	0.05151102	0.933
MIR3161	-0.11354086	0.82		
PCDHA8	0.17039389	0.82		
C5-OT1	-0.05167707	0.82	-0.16291657	0.217
SDF4	0.0319469	0.82	0.00595786	0.975
KCTD9	0.03149613	0.82	0.06954325	0.709
GPCPD1	-0.03463278	0.82	0.14435156	0.517
COX6A2	0.2180526	0.82	-0.48091323	0.436
LOC105373796	0.06547308	0.82	0.11853718	0.632
SPOCK1	0.3582628	0.82		
SEPTIN4-AS1	-0.0840604	0.82	-0.01126103	0.974
ZFAND2A-DT	-0.05201334	0.82	-0.01135501	0.968
STS	0.08420824	0.82	0.41681272	0.159
LYZL1	0.13592004	0.82	-0.53489752	0.37
NAALAD2	-0.0471517	0.82	-0.07340839	0.609
ACP1	0.03773607	0.821	-0.00685947	0.967
LINC01152	0.17877343	0.821	0.59306659	0.442
ZNF460-AS1	0.07127758	0.821	0.06820263	0.827
TIRAP	-0.03958215	0.821	-0.2132441	0.0879
LOC105371028	0.22366443	0.821		
GUK1	0.05391468	0.821	0.11852406	0.602
LINC01934	-0.13606916	0.821	0.63630029	0.235
ZNF142	0.0422079	0.821	-0.04237261	0.795
JADE1	-0.03528447	0.821	-0.04133862	0.793
ELOVL7	-0.13029575	0.821	0.81538268	0.287
TEAD3	0.04575741	0.821	0.00650939	0.981
HOXA4	0.11939078	0.821		
LINC00997	0.06442863	0.821	0.12808407	0.597
MLANA	-0.03926876	0.821	-0.07759985	0.698
MRPL41	-0.08193183	0.821	-0.02047012	0.957
PDE3A	-0.06744459	0.821	0.01041236	0.981
LRP1-AS	0.06153277	0.821	0.04785381	0.85
OTUD7A	0.08233261	0.821	0.02303494	0.959
ZNF564	-0.02804466	0.821	0.01398223	0.902
ZNF793	0.13156829	0.821	0.13169323	0.766
MMP24OS	0.05821603	0.821	0.01843607	0.939
CRKL	0.03177873	0.821	0.00125411	0.994
MIS18BP1	0.03891202	0.821	0.19882389	0.393
PPP1CC	-0.03640702	0.821	-0.11202958	0.323
CDK10	-0.03728477	0.821	-0.11663034	0.56
TRAK2	0.02603979	0.821	0.13579826	0.432
CREB1	0.02691212	0.821	0.05462536	0.732
LINC02605	0.07844676	0.821	0.06662934	0.77
LOC100506358	-0.06260085	0.821	-0.23329666	0.505
RPS11	0.07157983	0.821	0.21900846	0.388
TEKTIP1	-0.07337329	0.821	-0.26079064	0.473
LOC107985931	0.11718061	0.821		
LOC105370365	0.10162075	0.821	-0.09711976	0.831
UBE2K	0.04406719	0.821	-0.09612571	0.655
LOC107986959	-0.15879392	0.821	0.7183916	0.209
A2ML1	-0.10898107	0.821	-0.40339374	0.426
TMEM39B	0.0380515	0.821	0.00640029	0.977
HNRNPU	-0.01982661	0.821	0.00759405	0.938
CLDN10	-0.16777161	0.821	0.65252558	0.428
CYB5D1	-0.02777226	0.821	-0.06916356	0.592
ZNF415	-0.05734277	0.821	0.05135509	0.873
DSG4	-0.15344751	0.821		
ACAA1	-0.0577136	0.822	-0.13215027	0.739
GNAQ	0.02914572	0.822	0.05902392	0.696
NME7	0.0410886	0.822	0.10791806	0.567
ZIC4	0.15633135	0.822	-0.01115773	0.985
ZNF398	-0.02716926	0.822	-0.0869078	0.328
SRRM2-AS1	-0.09136533	0.822	-0.25342457	0.496
LIPG	-0.07473621	0.822	-0.13971844	0.752
PHF13	0.05564355	0.822	0.00297564	0.993
EHMT2	0.03031199	0.822	0.03592132	0.84
C6orf141	-0.17448299	0.822	-0.37587646	0.517
BDKRB2	-0.23307291	0.822		
PSMG2	0.05234401	0.822	0.14791351	0.386
RSPH4A	-0.06150997	0.822	-0.06805696	0.821
TAF9B	-0.03291849	0.822	-0.03741663	0.831
METTL21EP	0.09217231	0.822	-0.27590741	0.389
USP49	-0.03320395	0.822	-0.04847072	0.802
LINC00881	-0.12431597	0.822		
CDC37L1	0.02932618	0.822	-0.0405814	0.801
SMCHD1	0.02691636	0.822	0.05050153	0.713
ZNF571-AS1	-0.06054902	0.822	-0.08615089	0.763
SNORD18B	0.15596979	0.822		
PRSS50	0.14753188	0.822	0.20761494	0.747
LOC112268244	-0.07714369	0.822	-0.04687439	0.902
H3-7	0.09345429	0.822	0.46818512	0.17
LOC105374795	-0.12003817	0.822	-0.30664283	0.54
CASTOR3P	0.09872256	0.822	0.17222154	0.67
COX6C	0.06452473	0.822	0.06648774	0.828
LHX2	-0.07165538	0.822	0.03741728	0.907
EIF3F	0.03211554	0.822	0.06417196	0.701
PCBP2	-0.09321029	0.822	-0.04939106	0.921
LOC102724093	-0.05227806	0.822	-0.23779915	0.247
TUBD1	-0.03564518	0.822	-0.09574067	0.577
ZFP82	0.09416675	0.822	0.30685577	0.471
ND5	0.12754035	0.822	0.01618259	0.977
TNMD	-0.16766596	0.822		
LOC105375095	-0.06058208	0.822	-0.15618222	0.682
YIPF4	-0.02565501	0.822	-0.09335363	0.272
LOC100132249	-0.142932	0.822		
RNA28SN1	0.17708397	0.822	-0.04919938	0.935
SNORA20	0.09810652	0.822	0.32519396	0.377
DLGAP4	0.05170316	0.822	0.20469737	0.402
CAPN3	-0.11568939	0.823	-0.43865055	0.169
