Symbol	NAS 1	NAFLD_Stage_1_pvalue	NAS 2	NAFLD_Stage_2_pvalue	NAS 3	NAFLD_Stage_3_pvalue	NAS 4	NAFLD_Stage_4_pvalue	NAS 5	NAFLD_Stage_5_pvalue	NAS 6	NAFLD_Stage_6_pvalue
LOC105373552	-0.1379205		0.209022		0.1662333		0.23295039	0.709	0.164928	0.779	0.3014487	0.682
LOC102724875	-0.5490985		-0.4984659		-0.6265576		-0.36557159	0.659	-0.7725396	0.101	-1.3294075	0.0306
BUB1	0.3813076		0.5011169	0.59	0.6939376	0.336	0.65539542	0.338	1.2844342	0.0202	1.7712544	0.0079
SOCAR	0.4802627		0.3552215		0.2333247		0.27209848	0.736	0.5189047	0.318	1.0596761	0.274
LOC105373560	-0.1480659		0.0098101	0.992	0.0273433	0.97	-0.17808456	0.765	-0.1449888	0.759	-0.1366572	0.87
SLC20A1-DT	-0.0728082		-0.0537925	0.958	0.0417383	0.961	-0.09754789	0.909	-0.2955392	0.548	-0.0852414	0.902
CKAP2L	0.0385578		0.70959	0.511	0.4551714	0.584	0.3051165	0.66	0.7676077	0.211	1.5886369	0.0395
IL1B	0.4644795		1.1015885	0.0422	1.2103112	0.059	1.11847886	0.00881	1.7778986	6.69e-05	1.9051112	0.00479
LOC105373567	-0.4359062		-0.9982982		-1.1495982		-0.87526847	0.0914	-0.9458885	0.148	-0.7762082	0.448
LOC107985936	-1.0364551				-1.6505411				-1.9476205	0.000608	-1.8076586	0.0146
LOC112268423	0.0020492		-0.1346122		-0.1412559		-0.04759918	0.955	-0.1154895	0.842	-0.1112541	0.886
ACTR3-AS1	-0.111772		0.147763		0.0377836	0.963	-0.0947526	0.91	0.0106288	0.986	0.1032219	0.907
LINC01191	-0.2684527		-0.0757388	0.924	0.0601546	0.922	-0.11142473	0.854	0.1718648	0.717	0.0370988	0.962
LINC02992	0.5903447		0.7388162		0.7349702		0.32313452	0.687	0.6536488	0.321	0.9051575	0.246
DPP10	0.485217		1.2323574		1.1995008	0.123	1.14238375	0.0493	1.3779381	0.132	1.0333049	0.221
LOC101929908	0.2687726		-0.033327		0.1004787		0.0244577	0.976	-0.0387579	0.95	-0.2283337	0.818
RNU4ATAC	-0.4407288		-0.0767241	0.921	-0.2305405	0.668	-0.11819555	0.853	0.0032761	0.996	0.1747698	0.846
CYP27C1	0.2511707				-0.0913422		0.32356355	0.782				
LOC101927834	-0.3946845		-0.5622122		-0.4901224		-0.20124214	0.841	-0.8197581	0.0974	-0.8891605	0.242
LOC105373610	0.0930076		0.5040406	0.673	0.1771657	0.893	0.11785078	0.891	-0.0204858	0.984	-0.2815404	0.792
FAR2P2	-0.2930942		0.1390507	0.895	0.2841871	0.663	0.4775074	0.345	0.3962067	0.515	0.0794615	0.908
TUBA3D	0.2518902		-0.1949495		0.1415789	0.84	0.15627871	0.848	-0.0311256	0.961	-0.1169601	0.908
NCKAP5-AS2	-0.3898385		-0.1006795		-0.4168026		-0.24580792	0.73	-0.3141428	0.546	-0.3883668	0.59
SNORA40B	-0.4564407		-0.1456269	0.843	-0.2022331	0.715	-0.15171321	0.816	-0.0641854	0.906	-0.0823972	0.909
LCT	-0.5431326		-0.5040246		-0.3477133		-0.41465947	0.402	-0.4511481	0.426	-0.3538123	0.608
LOC105373636	-0.0522799		-0.1979435		-0.1440007		-0.32373152	0.7	-0.2464306	0.651	-0.4054445	0.557
LOC105373648	0.5660954		1.3750593	0.431	0.5475619	0.777	0.77735664	0.615	0.3220732	0.837	0.1810566	0.936
KIF5C	0.4200805		0.6993477	0.378	0.5907021	0.444	0.78212226	0.259	0.4843942	0.488	0.7839778	0.184
LYPD6B	0.8288718		-0.3328274		-0.6823259		-1.12519384	0.279	-0.8114451	0.372		
LYPD6	0.4890802		-0.6500738	0.358	-0.5533823	0.5	-1.05445377	0.0619	-0.5937024	0.309	-0.641626	0.486
LOC105373690	-0.1549723		0.2702691	0.736	-0.0573783	0.932	-0.16026337	0.787	-0.1463823	0.785	0.0037673	0.997
ERMN	0.5012491		0.2234165		0.0631692		0.54163643	0.41	0.3110374	0.669	0.3658959	0.632
DPP4-DT	-0.1205575		-0.1588301		-0.1856563		-0.25986282	0.713	-0.2330546	0.673		
FAP	0.5249365		0.8672752	0.43	0.4628801	0.715	1.10316007	0.214	1.6466507	0.0677	1.6475458	0.0043
TTC21B-AS1	-0.4317059		-0.3025376	0.58	-0.2229184	0.647	-0.17350003	0.747	-0.5230181	0.21	-0.6126856	0.269
SCN1A	-0.2358553		-0.2001341	0.895	-0.3944347	0.811	-0.17669252	0.906	-0.2189305	0.866	-1.3772267	0.146
SPC25	0.220489		0.2289755	0.754	-0.1257901	0.846	-0.11304001	0.872	0.2144129	0.676	0.4058286	0.634
MIR4444-1	-0.8226028		-0.8016199		-0.8802236		-0.8764227	0.0925	-0.8118034	0.0654	-0.5754637	0.478
LOC105373762	0.1123001		0.4006356	0.493	0.2330777	0.652	0.19740536	0.759	-0.1238364	0.8	0.323745	0.579
UBE2E3-DT	-0.7542178		-0.4829062	0.517	-0.5463742	0.253	-0.59045965	0.331	-0.7241483	0.0762	-1.329485	0.076
LINC01934	-0.4640748		-0.1709938		-0.22599		-0.33484761	0.701	-0.2877821	0.671	0.1121516	0.916
ZNF804A	-0.4581359		-0.3382578		-1.2225774		-0.75250828	0.459	-0.6033372	0.425	-0.5554298	0.67
LOC107985782	0.2127589		0.3565029	0.748	0.1991487	0.863	0.16233136	0.892	0.1814346	0.836	0.6412524	0.515
LOC107985784	0.1874985		0.332951	0.595	0.2448863	0.703	0.1822111	0.758	0.3061926	0.529	0.2955575	0.687
MSTN	-1.1064857		-0.3979489		-0.9396695		-0.97541555	0.0865	-1.0345002	0.0584	-0.8646276	0.256
LOC107985785	0.0532787		0.193809		-0.0776922		-0.16346536	0.878	0.0226576	0.981	-0.0137781	0.991
LOC105373804	0.5354914		0.623558	0.397	0.5497831	0.491	0.81337229	0.196	0.5720933	0.265	0.3151316	0.701
NABP1-OT1	0.9933025		0.7664102		0.8671417	0.178	0.41752143	0.502	0.8972384	0.0823	0.9302223	0.109
LOC101927366	0.4682242		0.5696332	0.416	0.9246398	0.281	0.78887098	0.275	1.5785049	0.0364	0.6778247	0.246
HECW2-AS1	-0.3016299		-0.5317224	0.487	-0.4151768	0.527	-0.2466772	0.713	0.1506471	0.834	-0.0246096	0.982
LOC105373836	0.1507997		-0.2635125		-0.0274063		0.13430129	0.871	-0.0094411	0.988	-0.2648973	0.808
SNORD11	-0.1350258		-0.1047768		-0.1244512	0.857	-0.31574963	0.635	-0.4283936	0.381	-0.1690783	0.809
LOC105373848	-0.2615713		-0.101701		-0.1427053		-0.22067896	0.725	-0.1582239	0.788	-0.2228468	0.79
ADAM23	-0.0742689		0.2695094		-0.2602106		-0.32494435	0.728	-0.5157523	0.468	-0.8325827	0.348
PTH2R	-0.3071874		0.9162723	0.446	0.1179381	0.959	0.01567872	0.993	-0.2736594	0.844	-0.1963122	0.914
RPL37A-DT	0.0020565		0.0210022	0.981	0.0073272	0.993	0.11605452	0.85	0.1475583	0.738	0.0613278	0.926
LOC101928156	0.0162608				-0.807235		-0.58546297	0.493	-0.6022538	0.346	-0.2519925	0.768
LOC105373871	-0.8753002				-1.4774569				-1.6396892	0.103	-1.4189689	0.222
DIRC3	0.6075003		0.5787439	0.408	0.3994198	0.597	0.49618564	0.566	0.5962998	0.267	1.0005636	0.153
MIR6809	0.5138549		0.4684253		0.5001372	0.409	0.48708095	0.461	0.1612157	0.813	0.1800063	0.851
CXCR1	-0.1576393		-0.0739081		0.3234743	0.72	0.22697151	0.811	0.170006	0.828	0.5107504	0.544
LOC101928487	-0.6111675		-0.53892		-0.419616		-0.31182054	0.671	-0.1089817	0.883	-0.3412155	0.67
GPBAR1	0.1319757		-0.0797116	0.942	0.1975771	0.785	0.27084288	0.721	0.6418218	0.206	0.748795	0.417
MIR6513	0.3634342		0.4645517	0.401	0.5121401	0.275	0.52377426	0.22	0.4290916	0.263	0.3721949	0.484
LOC105373881	-0.1091541		0.0529546		-0.0394495		0.03296224	0.975	-0.3431934	0.626	-0.1002991	0.92
CATIP-AS2	0.383031		-0.2253788		-0.2264953		-0.11233005	0.891	-0.3259712	0.576	0.3294128	0.716
CATIP-AS1	0.4010302		0.2958102		0.0445783		0.3150772	0.605	0.4266338	0.391	0.4522264	0.594
LOC100129175	-0.8667059		-1.5906732		-1.4041451		-1.35319449	0.0379			-1.4708576	0.179
CFAP65	-0.4654039		-0.4621428		-0.7260129		-0.75358943	0.28	-1.0710841	0.0356		
DNPEP-AS1	-1.2524925		-0.9251818	0.0423	-0.881008	0.054	-1.28447554	0.0149	-0.937367	0.0103	-1.2891696	0.0434
DES	-2.4580341		-0.2826125		-3.4605234		-2.28349739		-4.6056946	0.0391	-5.1080442	0.0621
SPEG	-0.0324624		-0.0284703	0.988	-0.8512758		-0.38941624	0.68	-0.8651578	0.194	-1.0816702	0.328
TMEM198	0.4750719		0.3769831	0.528	0.5090157	0.287	0.86942214	0.103	0.633542	0.0767	0.672873	0.167
LOC105373902	0.8742615		0.7274676		0.8656381		0.80943455	0.175	0.5968159	0.281	0.6067306	0.399
KCNE4	0.2273912		0.4042945		0.6511835	0.534	0.64386761	0.454	0.3643212	0.575	0.4233983	0.536
MFF-DT	-0.5235516		0.0807631	0.911	0.1704518	0.81	-0.2468593	0.607	0.1212525	0.782	-0.1016078	0.861
TM4SF20	-0.0573132		-0.0701881	0.941	-0.4604787	0.322	-0.40833443	0.414	-0.3079019	0.467	-0.4277037	0.437
B3GNT7	1.5388681		-0.0230369	0.982	-0.0268083	0.976	0.07995455	0.925	0.342867	0.524	0.3374775	0.627
SNORA75	-0.8161583		-0.5903	0.425	-0.5626165	0.255	-1.01077221	0.00705	-0.5434395	0.185	-0.6299054	0.153
SNORD20	-0.9895172		-0.7977063		-0.6527451		-0.70385615	0.199	-0.7309869	0.0975	-0.7363624	0.24
LINC00471	-0.5381495		-0.8619244		-0.7492648		-0.6907608	0.38	-0.5867623	0.352	-0.7997196	0.331
HJURP	1.313611		1.4354481		1.3373566	0.0556	1.31103304	0.028	1.727181	0.00481	2.2993482	0.00307
LINC01173	0.0612549		0.2828096	0.883	0.3785466	0.757	0.08871932	0.946	-0.0726436	0.916	0.2041632	0.888
LOC101927896	-0.5681012		-0.3080076		-0.3176105		0.04865186	0.966	-0.3103801	0.734	-0.2866141	0.799
LOC105373939	0.2219717		0.3365268		0.138904		0.31611651	0.68	0.0476564	0.957	0.0754399	0.945
AGAP1-IT1	-0.1621691		-0.1631736	0.862	-0.2191123	0.745	-0.12691659	0.846	-0.3967133	0.482	-0.8259714	0.263
LOC107986000	-0.2527212		-0.332901	0.543	-0.3462979	0.514	-0.69764304	0.121	-0.7521304	0.112	-0.8098503	0.134
HES6	-0.3357592		-0.3733158	0.58	-0.1724823	0.84	0.25935471	0.751	-0.058413	0.931	-0.1834041	0.878
LOC112268433	0.1527671		0.3372067		0.3439336	0.672	0.2241158	0.859	0.296398	0.697	-0.0064587	0.997
MGC16025	0.295146		0.3036019	0.6	0.2608754	0.647	0.20945995	0.747	-0.0020537	0.998	-0.340503	0.596
HDAC4-AS1	-0.0478544		-0.2061253		-0.3773361		-0.51967777	0.397	-0.4637851	0.388	-0.3641189	0.615
LOC105376810	-0.2063945		-0.3521318	0.489	-0.2120802	0.632	-0.25879771	0.589	-0.2103305	0.585	-0.4156162	0.378
BOK-AS1	-1.0893314		-1.4488026		-1.5418051		-1.80703029	0.00638	-0.9808334	0.00712	-1.0214424	0.3
LOC107986004	-0.7425756		-0.2962105		-0.1688977		-0.26284421	0.732	-0.4620489	0.452	-0.0503059	0.967
LOC105376922	-0.6343402		0.3774668	0.829	-0.6762023		-0.76908157	0.449	-0.5571834	0.498	-0.0263646	0.99
LINC01266	-0.3290345		0.4347513	0.711	-0.328193		0.16161296	0.909	-0.3134068	0.727	0.0583823	0.975
ITPR1-DT	-0.2974415		0.2674581		0.0827568		0.09695988	0.893	-0.0945966	0.887	-0.323572	0.673
EGOT	0.4679564		0.1244611		0.505445	0.476	0.83305645	0.202	0.7834587	0.14	1.196381	0.1
LMCD1-AS1	-0.562366		-0.5013146	0.308	-0.4359318	0.341	-0.45188836	0.516	-0.5015121	0.159	-0.598825	0.347
LOC107986061	-0.3640908		0.0509721		-0.0888134	0.917	-0.14752082	0.84	-0.1579638	0.77	-0.33905	0.677
SRGAP3-AS2	-0.6797767		-1.005562		-0.7649105		-0.82579884	0.0807	-0.8345583	0.105	-1.2387767	0.244
SRGAP3-AS3	-0.9003868		-0.6559719	0.132	-0.9868259	0.133	-0.82081907	0.183	-0.9974373	0.0125	-0.9882127	0.0332
PRRT3-AS1	-0.4759193		-0.2251928		-0.5253359		-0.29705143	0.662	-0.1797772	0.799	-0.1816386	0.819
LOC105376956	-0.7416356		-0.5994623		-0.823228		-0.58810902	0.218	-1.0292831	0.00373	-0.6259371	0.331
LOC105376963	0.1356348		0.0937043		0.1184315		-0.01392111	0.986	-0.0390957	0.949	-0.1647325	0.823
LOC105376964	-0.0776274		-0.2172197	0.763	-0.0974367	0.876	-0.10609621	0.875	-0.2011912	0.725	-0.2105098	0.818
LOC105376972	-0.2168479		-0.21771	0.799	-0.2525406	0.784	-0.53548978	0.258	-0.6397394	0.13	-0.7122044	0.243
KCNH8	-0.1802248		-0.6820918	0.523	-1.1776045	0.141	-1.15551771	0.193	-1.2702707	0.00275	-1.1933026	0.18
LOC107986068	0.1073094		-0.0419306		-0.03269	0.981	-0.22479057	0.831	-0.6305006	0.488	-0.6374811	0.585
LOC105376987	-0.4132885		-0.0325699		-0.2723916		-0.49748727	0.726	-0.7323717	0.386	-0.9923967	0.419
ZNF860	-0.1848921		0.0484087	0.958	-0.2213381	0.71	-0.10507287	0.875	-0.2298706	0.624	-0.1821666	0.837
CCR4	0.5091106		1.2584068	0.0425	0.7857969	0.249	0.85819436	0.0914	1.1857397	0.0408	1.2339968	0.054
STAC	0.0469695		-0.3671286	0.726	-0.2736778	0.728	0.05384371	0.956	0.0786044	0.924	-0.1541451	0.877
LINC02033	-0.5146144		-0.8495881		-0.8033792		-1.13864739	0.0134	-0.7583801	0.0993	-1.005561	0.0758
LOC105377033	-0.4931165		-0.4311269		-0.4951162	0.372	-0.3920161	0.477	-0.6003205	0.143	-0.8418011	0.287
CCR8	0.0180871		-0.0637313		-0.3151534		-0.31569935	0.62	-0.4422356	0.471		
SNORA62	0.0254754		-0.0147113	0.988	0.1475279	0.779	0.01741356	0.98	-0.0391575	0.95	0.0470808	0.952
C3orf86P	-0.1022644		-0.1342851	0.833	-0.0407676	0.952	-0.12350063	0.806	-0.2838982	0.489	-0.4437807	0.39
LOC101928592	-0.1787938		-0.5684229		-0.6952275		-0.75514342	0.135	-0.8900098	0.11	-0.6946806	0.512
LOC105377056	-0.020495		0.1079244		-0.1023767		-0.05952977	0.947	0.0226268	0.976		
KIF15	0.7332764		0.8876049	0.184	0.812155	0.123	0.58953141	0.253	1.1374086	0.0153	1.3342721	0.0336
LARS2-AS1	-0.2784171		-0.2643943	0.692	-0.272334	0.603	-0.01564381	0.981	-0.1747655	0.733	-0.1512246	0.852
SLC6A20	0.98461				-1.2721612						-0.8909158	0.509
XCR1	0.306868		0.8930183	0.263	0.6281946	0.412	0.38280435	0.555	0.4594135	0.487	0.0558155	0.955
CCRL2	0.3558679		0.3565111	0.583	0.4509493	0.565	0.84962626	0.193	1.0189469	0.0333	1.3548421	0.0201
LRRC2-AS1	0.1987113		-0.2032258		-0.11405	0.873	-0.16142175	0.792	0.0332901	0.957	-0.5148983	0.594
TMIE	-0.0647313		-0.1173899		-0.0291079	0.979	0.04810537	0.96	-0.4277535	0.39	-0.6910877	0.44
PRSS45P	-0.7542519		-0.0306575		0.0421283	0.975	-0.22126005	0.802	-0.6241595	0.198	-0.9180344	0.264
PRSS43P	0.2064238		0.2499818		0.1355433		0.13258044	0.904	0.0833739	0.898	-0.5426676	0.449
PRSS44P	-0.3932806		0.3469953	0.722	0.0037387	0.997	-0.15895678	0.778	-0.1977141	0.627	-0.5553022	0.265
MYL3	1.0873801		0.6168021		0.4318594		0.99970495	0.184	0.3105124	0.698		
NRADDP	-0.5531485		-0.6930187		-0.4707374		-0.33437935	0.629	-0.5267601	0.224	-0.6831159	0.314
CDC25A	0.4481898		0.3935193	0.635	0.5845208	0.406	0.64930607	0.308	1.0846498	0.0468	1.158277	0.0826
IHO1	-0.0599686		0.4096072	0.685	0.174538	0.851	0.73660493	0.186	0.2316403	0.78	0.4473748	0.62
MIR5193	0.0651768		0.3436019	0.538	0.5962577	0.148	0.3424972	0.437	0.4276814	0.214	0.2011765	0.699
TRAIP	-0.0059658		0.3216563		0.6060081	0.279	0.54797205	0.332	0.5741122	0.148	0.6555306	0.253
MST1R	1.4401311		0.9673534		0.5387374		0.88272845	0.27	0.6764919	0.411	1.1850787	0.37
RASSF1-AS1	-0.0875962		0.090432		-0.2109244		-0.26990643	0.682	0.0643589	0.922	-0.1119456	0.888
LOC107986086	-0.2664841		-0.5191703		-0.5639312	0.184	-0.55676325	0.287	-0.7662287	0.132	-0.6397229	0.25
GLYCTK-AS1	-0.0305724		-0.2464332	0.661	-0.4121276	0.324	-0.30390876	0.525	-0.5505764	0.145	-0.7271735	0.121
SNORD19B	0.3061101		-0.0443296		0.0140293		-0.00371808	0.996	0.1416408	0.852	0.0446348	0.958
SNORD69	0.6505463		0.2736126		0.4057707		0.21712412	0.77	0.4427013	0.388	0.0592975	0.955
ARF4-AS1	0.2256303		-0.2963012		0.0951319	0.894	-0.03247624	0.965	0.3018934	0.595	0.1952615	0.817
LOC107986092	-0.4364963		-0.2153134	0.844	-0.2948108	0.687	-0.46806405	0.508	-0.1284316	0.881	0.1077584	0.906
FAM3D-AS1	-0.6385354				-1.203261		-1.14350297	0.049	-1.4782126	0.0067		
LOC105377111	-0.1128945		-0.0721554	0.924	-0.0875061	0.911	0.10053423	0.866	-0.1426274	0.744	-0.3993675	0.53
PRICKLE2-AS2	0.4752913		0.2225702		-0.1566646		0.15258511	0.853	0.0665205	0.937	0.1923517	0.856
LOC107986094	-0.1644698		-0.4264568		-0.2880614		-0.55841419	0.426	-0.9575718	0.0643	-0.8645812	0.256
LMOD3	-0.7275021		-0.3601181		-0.2400901		-0.29608271	0.729	-0.3882607	0.453	-0.5124593	0.546
LOC105377161	-0.4737154		-0.3849895		-0.2442029		-0.34088798	0.63	-0.6763357	0.234	-0.6003505	0.474
GXYLT2	0.4446352		0.3388885	0.789	0.7437577	0.522	0.9037593	0.418	1.0098446	0.187	2.1056007	0.0229
LINC00960	1.0661006		1.1098266		0.89534	0.22	1.52872115	0.106	1.1528591	0.134	1.6555391	0.179
MIR4273	0.1583458		0.1347807		0.308106	0.564	-0.07192016	0.928	0.1758386	0.72	-0.0342461	0.965
LOC102724949	-0.2687417		-0.2791887		-0.5537133		-0.51705443	0.534	-0.5993193	0.319	-0.8779717	0.392
LINC00506	0.3710033		0.4755231		0.6736083	0.259	0.61858553	0.342	0.604042	0.385	0.4861654	0.596
EPHA6	-0.056915		-0.2319898		0.0804386	0.97	0.12066454	0.931	0.4809837	0.577	0.3008474	0.856
LOC101929534	0.2527606		0.5290581	0.61	0.3533163	0.692	0.47451234	0.442	0.2201481	0.729	0.0853784	0.944
LINC01205	-1.4917794		-0.7759003	0.475	-0.5148437	0.615	-1.23318019	0.156	-1.6588302	0.0361	-2.1953453	0.0331
LOC151760	-0.3699534		-0.2210726		-0.4026944		-0.73314441	0.319	-0.7310965	0.246	-1.0163288	0.196
C3orf52	1.456602		0.2196465	0.79	0.4356686	0.666	0.28612872	0.69	0.3837622	0.553	0.0686397	0.929
CD200	-0.237389		0.6738224		0.7789977	0.553	0.37305433	0.686	0.26961	0.791	-0.0253128	0.983
LOC107986113	-0.1934346		0.0980988		0.0133604	0.987	-0.10666874	0.889	0.0274238	0.966	-0.107438	0.906
LOC105374048	0.1398025		0.0429357		-0.2052569		-0.14195745	0.855	-0.3433437	0.547	0.1762897	0.839
LOC107986121	-0.2907438		-0.2283615	0.756	-0.0379924	0.952	0.05864587	0.925	-0.369923	0.295	-0.3572608	0.552
FBXO40	0.4210284		0.5786834	0.292	0.0834625	0.916	0.3786762	0.512	0.1350802	0.808	-0.4652279	0.576
CASR	0.989932		-1.2574863	0.321	-1.6225954	0.0621	-1.12835488	0.318	-1.6216766	0.0594	-1.8045107	0.114
SEMA5B	-0.2310313		0.2382274	0.756	-0.0607645	0.938	0.04768897	0.947	-0.0836907	0.888	0.3602665	0.602
MYLK-AS2	-0.6933109		-0.5926451	0.248	-0.6016608	0.222	-0.73267453	0.126	-0.8707091	0.0378	-0.7748351	0.207
LOC107986123	-0.1131665		-0.4634602		-0.2477551		-0.35067179	0.741	-0.2863621	0.734	0.1012424	0.946
LOC105374076	-0.5002614				-0.5254903		-0.578628	0.565	-0.3395486	0.543	-0.5527525	0.47
FAM86JP	1.0030354		0.9434585	0.219	1.0931111	0.0485	0.79594391	0.188	0.9535221	0.0529	0.958306	0.121
ROPN1B	0.222132		0.0753612		0.0125399		-0.33635399	0.715	0.1433041	0.848	-0.2534388	0.76
LOC105374088	-1.1453853		-0.5648636	0.417	-0.5728217	0.182	-0.93182868	0.112	-1.1922566	0.00969	-1.118871	0.11
CFAP100	0.5362843		0.5666504	0.319	0.3209562	0.593	0.29748249	0.598	0.1619624	0.754	0.1142738	0.865
LINC02034	0.276457		-0.6674477		-1.0646461		-0.88792111	0.499	-1.0393574	0.309		
KBTBD12	0.0891884		0.3348125		0.4730952	0.673	-0.11672725	0.889	-0.0326274	0.967	-0.3975588	0.78
LOC102723759	-0.5908698		-0.2023474	0.783	-0.3938111	0.572	-0.83112311	0.155	-0.5711232	0.268	-0.8659047	0.292
GATA2	0.2179499		0.1523231	0.847	-0.0796121	0.941	-0.24052155	0.745	0.044623	0.949	-0.1394937	0.88
GATA2-AS1	0.2878733		-0.0502993		-0.320666		-0.17412689	0.875	0.0395816	0.969	-0.2709613	0.785
COL6A4P2	0.3782989		0.6843438		0.0761973		-0.02208403	0.986	0.0233253	0.984		
ACP3	0.817295		0.8034727		0.9322612	0.0861	0.79771316	0.243	1.2095964	0.00474	1.4585516	0.0405
LOC107986135	0.7507076		0.77281		0.6381356		0.53493847	0.503	0.5375738	0.454	0.7449705	0.388
IL20RB	-1.1744731		-1.5331967		-0.2609764	0.896	-0.78406131		-0.9453894	0.403	-1.5489637	
LOC105374127	0.4491868		0.4589394	0.717	0.2913739	0.778	0.07249254	0.942	0.2414622	0.708	0.0776969	0.953
RBP2	0.0264059		-0.2231468	0.725	-0.0473334	0.952	-0.34981504	0.565	-0.3449539	0.509	-0.3173942	0.54
SLC9A9-AS1	0.7842904		0.5878343	0.337	0.3817577	0.551	0.49764048	0.459	0.4765572	0.241	0.4176479	0.509
LOC102724120	0.3869928		0.6732336	0.32	0.381146	0.451	0.60076509	0.355	0.3216258	0.504	0.5008632	0.399
HLTF-AS1	-0.0814063		-0.1151234	0.854	0.2160999	0.673	0.02113445	0.972	0.0687359	0.875	-0.0566788	0.928
LINC01214	0.6214013		0.6364497	0.607	0.407046	0.65	0.69675993	0.377	0.4316639	0.58	0.5268112	0.619
LOC101928105	0.3369795		0.7423689	0.536	0.0077933	0.995	0.07745227	0.928	0.5675333	0.5	0.3133037	0.757
CLRN1	-0.6275807		-0.412394	0.784	-1.004629	0.204	-1.31978257	0.0377	-0.8691319	0.296	-0.8686593	0.631
AADACL2	-0.1386397		-0.2635641		-0.2370385		0.04376743	0.97	0.0538225	0.946	-0.2907314	0.784
AADACL2-AS1	-0.0104111		-0.1670657		-0.0146596		-0.49137347	0.498	-0.4641379	0.477	-0.3824869	0.696
LOC105374160	-0.418691		0.2799623	0.841	0.0696661	0.962	-0.69796285	0.38	-0.2166932	0.819	-0.3654479	0.767
LOC105374164	-2.0519769		-1.5334196		-1.5837068		-1.4009295	0.0415	-1.1050593	0.0784	-0.8649031	0.235
LINC02006	-0.1770679		0.3092876		-0.1431048		0.00736687	0.995	0.1214696	0.867	-0.0536422	0.959
PLCH1	0.3607817		-0.0979152	0.956	-0.0096026	0.995	-0.44433071	0.59	-0.4162894	0.643	-0.1394502	0.915
LOC105374174	-0.2995561		-0.4940186		-0.6735872		-0.65012184	0.214	-0.2873327	0.631	-0.7842395	0.283
LINC00880	-0.5707842		-0.4698064		-0.6515907		-0.06152419	0.963	-0.5686032	0.379	-0.6130242	0.481
LINC02029	-0.6592751		-0.351735		-0.0624173	0.951	0.11056668	0.909	-0.0455732	0.955	-0.4870512	0.6
UC.134	-0.3002665		-0.2502832	0.68	-0.4209975	0.406	-0.29714546	0.614	-0.3663352	0.493	-0.3316769	0.561
MLF1-DT	0.2111153		0.2536658	0.631	0.1386032	0.792	0.18701563	0.719	0.4321619	0.248	0.5610292	0.238
MLF1	0.3174021		0.1354426		-0.0247206		0.00747	0.995	0.4315458	0.627	0.8710069	0.493
LOC105374191	0.7746278		0.2109781		-0.2641214		0.05983863	0.965	0.1568156	0.899	0.7510516	0.53
SLITRK3	-0.8880547		-2.1419401	0.097	-1.5145442	0.174	-2.4063745	0.0038	-1.8808224	0.0245	-3.3859902	2.11e-05
EGFEM1P	0.4979229		-0.5048785		0.1006615		-0.11614591	0.939	-0.1082566	0.941	-0.4641074	0.673
LINC02068	-0.1661894		0.0865628	0.937	-0.2208501	0.771	-0.02814494	0.981	0.0951163	0.886	-0.2765857	0.797
NAALADL2-AS3	0.9149391				0.3312803		0.30693683	0.776	0.1190613	0.896		
LOC105374234	-0.5851972		0.0724948	0.936	-0.4715586		0.26702757	0.682	0.1577511	0.83	0.2328159	0.825
KCNMB2	-0.1618001		0.3178458	0.721	0.197212	0.862	0.28105189	0.781	0.5575508	0.523	-0.0024914	0.998
LOC105374240	0.1804081				-0.2380746		-0.32189013	0.694	-0.4366134	0.574		
SOX2-OT	-0.4255353		-0.0095908		-0.1804759		-0.61526221	0.362	-0.2057207	0.725	-0.5155124	0.587
LAMP3	0.3941549		1.2947607	0.0871	1.0390693	0.12	1.70110855	0.0439	1.4096269	0.00291	1.5493663	0.0281
MCF2L2	0.4516257		0.4353592	0.683	0.5998862	0.506	0.40525427	0.582	0.6679504	0.297	1.5443965	0.0691
KLHL6-AS1	0.3688598		0.859774	0.269	0.8810146	0.293	0.699436	0.23	1.0811	0.0499	1.4092653	0.129
MAP6D1	-0.0182742		0.6742303	0.39	0.1923206	0.778	0.10285257	0.871	0.1298992	0.777	0.2548513	0.686
EEF1AKMT4-ECE2	-0.1126948		0.1199559	0.857	0.2086924	0.66	0.24560156	0.655	0.404333	0.318	0.1935834	0.77
LOC107986163	0.1795109		0.2650198		0.5009543	0.496	0.44713322	0.525	0.741912	0.211	0.9001681	0.15
LOC105374254	-0.3876386		-0.0232124		-0.2775873		-0.6418168	0.402	-0.0279342	0.971	-0.187748	0.875
LIPH	1.7875274		0.0540338	0.964	0.027908	0.981	-0.08050632	0.936	0.1169724	0.881	0.5948498	0.599
SNORA63B	0.3616556		0.2371536	0.693	0.4376607	0.307	0.48887036	0.228	0.3444294	0.361	0.4100223	0.42
RPL39L	0.0561043		0.0300114		0.1915823	0.821	0.27225098	0.672	0.5026399	0.288	1.172403	0.0419
LOC107986166	-0.0694291		0.0675375		-0.2420426		0.05070611	0.963	-0.2655168	0.733	0.3682058	0.661
OSTN	0.537251		0.6378153		0.7953625		0.52043077	0.592	0.8378661	0.195	0.7319508	0.466
OSTN-AS1	0.1570517		0.3805275	0.705	0.5303981	0.54	0.24001921	0.81	0.7918378	0.215	0.7180022	0.453
UTS2B	-0.39488		0.1781729	0.765	-0.244998	0.617	0.04685229	0.938	-0.0938209	0.852	-0.0340143	0.967
