Symbol	Fibrosis_1	Fibrosis_1_pvalue	Fibrosis_2	Fibrosis_2_pvalue	Fibrosis_3	Fibrosis_3_pvalue	Fibrosis_4	Fibrosis_4_pvalue
REPS1	-0.01947846	0.935	-0.0387519	0.9408	-0.18842137	0.198	-0.4584129	0.246
IL33	0.01832525	0.935	0.1615877	0.6561	0.20271757	0.283	0.2781253	0.489
LOC107987076	-0.04241981	0.935	0.3228501	0.70573	-0.01429621	0.976	0.6979845	0.45
ZNF32-AS2	-0.02055217	0.935	0.0525812	0.91807	0.08169036	0.644	0.0502312	0.924
GNG3	-0.02539124	0.935	0.1101128	0.85001	-0.24692133	0.24	-0.218857	0.727
RUBCNL	-0.02417182	0.935	0.3459778	0.3378	0.21834882	0.274	0.5054449	0.265
LOC107983990	-0.02777184	0.935	-0.0006327	0.99922	-0.06485811	0.837	-0.2726745	0.671
FMNL1-AS1	0.03114053	0.935	0.2170643	0.72227	0.37909823	0.0952	0.4365548	0.452
GNA15	0.03949907	0.935	0.1502469	0.83015	0.36244536	0.249	0.7498556	0.249
LOC101929270	-0.0317082	0.935	0.1160552	0.85514	-0.07781946	0.766	0.003993	0.996
ROBO4	0.0197275	0.936	-0.1967471	0.61795	0.14944057	0.409	-0.353072	0.383
TMEM68	0.01189411	0.936	0.0638094	0.81262	0.10762268	0.279	0.1529366	0.602
CHMP1A	0.01306813	0.936	0.0488669	0.88287	-0.02616611	0.85	-0.242299	0.442
PPIL2	0.00914978	0.936	-0.0435328	0.83157	-0.08664489	0.215	-0.2167601	0.262
PHACTR4	-0.00899314	0.936	-0.0994829	0.50695	-0.10578095	0.204	-0.2170588	0.223
ZXDA	0.00893507	0.936	-0.0335527	0.87433	-0.14258584	0.0247	0.0413245	0.841
DPY19L2P3	-0.02925163	0.936	-0.2131318	0.71631	-0.04957289	0.866	0.2114494	0.736
EML2	0.01903961	0.936	0.0675009	0.88935	0.01505877	0.943	0.1322023	0.802
SLC25A5-AS1	-0.01195985	0.936	0.0381456	0.88815	0.01402643	0.928	-0.1847277	0.413
SMIM15-AS1	-0.02599131	0.936	-0.3262442	0.46099	-0.08938971	0.711	-0.265316	0.657
LOC105374808	-0.03784853	0.936	-0.4944361	0.42103	-0.18379091	0.559	-0.3777762	0.623
METTL25	-0.01099529	0.936	-0.0508935	0.8248	-0.06861813	0.435	-0.0428884	0.884
RCBTB2	-0.00895512	0.936	0.0977488	0.47888	-0.02949522	0.732	0.2584223	0.0722
SAMM50	0.01551246	0.936	0.0142642	0.97813	-0.02730277	0.847	0.1319698	0.736
WASHC2C	0.00849688	0.936	0.1015849	0.50061	-0.05305338	0.665	0.0620323	0.783
LOC105370047	0.03566078	0.937	-0.1088423	0.91091	-0.1540613	0.687	-0.4315426	0.623
LOC107985046	0.02113343	0.937	-0.3153685	0.31292	-0.29577099	0.0998	-0.0665765	0.892
LYG2	-0.02042637	0.937	-0.0703257	0.89166	0.03880269	0.845	-0.6403543	0.0863
RNU4ATAC	-0.03018225	0.937	-0.2120997	0.71631	0.20509381	0.48	-0.1533075	0.84
IRF4	-0.04555805	0.937	0.4383178	0.49237	0.40118663	0.154	0.974663	0.158
NFS1	0.01143789	0.937	-0.050635	0.8231	-0.03974901	0.73	-0.2578157	0.221
HP09053	-0.01950356	0.937	0.0254663	0.96669	0.02208029	0.905	0.0357944	0.945
LOC102724808	-0.0172181	0.937	-0.1288311	0.72103	-0.300057	0.0537	-0.1270997	0.764
NIPAL1	-0.02986237	0.937	-0.2294257	0.68857	-0.16312713	0.506	-0.303794	0.666
GLRX	-0.01796265	0.937	-0.1185091	0.75351	0.36088308	0.0341	0.0340822	0.95
BAK1	-0.01752895	0.937	-0.0603376	0.85404	0.28980498	0.0374	0.1048328	0.746
LOC105375753	-0.020355	0.937	0.0682445	0.89003	-0.14758514	0.492	0.1548851	0.752
SLC39A11	-0.01046293	0.937	0.0263928	0.91152	0.05861236	0.554	-0.0318591	0.894
RTRAF	-0.0093832	0.937	0.0130353	0.96769	0.1408344	0.125	0.2123341	0.288
VAC14	0.00994673	0.937	-0.0525443	0.82758	-0.02795457	0.844	-0.1814745	0.457
SNX5	-0.010924	0.937	0.0711123	0.7657	0.04680782	0.633	-0.0891824	0.753
ITGA9	0.01258497	0.937	0.1257378	0.56739	0.19148872	0.0331	0.6209823	0.0028
LOC105375981	-0.02923952	0.937	-0.0466794	0.95526	0.38281764	0.0555	0.5699338	0.342
SFXN3	-0.01813507	0.937	0.0386214	0.94152	0.40026471	0.0337	0.6388029	0.0435
MIR1295A	-0.02388659	0.937	0.1309643	0.80359	-0.08020484	0.734	-0.6154869	0.194
LOC105371064	0.02227008	0.937	-0.2463754	0.36328	-0.43696973	0.0265	-0.4167275	0.26
OTOA	-0.04110635	0.937	-0.0301363	0.9792	0.17473763	0.625	0.1113987	0.908
PPA2	0.01228594	0.937	0.0785552	0.75442	0.40760812	0.0017	-0.0733366	0.823
INTU	-0.01707962	0.937	0.022795	0.96709	0.07072912	0.718	0.3958143	0.285
LOC101929964	0.02488184	0.937	-0.1991523	0.64167	-0.17585784	0.466	0.2818302	0.532
HNRNPA2B1	0.00750327	0.937	0.0798428	0.51253	0.00789549	0.911	0.039044	0.84
WAC	-0.00601255	0.937	-0.0181598	0.91733	-0.01431955	0.834	0.023263	0.895
ARHGDIB	0.02149337	0.937	0.2339963	0.50649	0.44184687	0.0331	0.8288111	0.0303
PIGB	0.00804144	0.937	0.1530196	0.37947	-0.00528333	0.949	0.0082311	0.974
DAZAP1	-0.00987288	0.937	-0.0543149	0.7592	-0.0592479	0.392	-0.1883414	0.236
SNAPC2	0.02295266	0.937	0.0762207	0.88295	0.31447412	0.0952	0.0915939	0.873
LOC105372884	0.02765403	0.937	-0.2981531	0.54168	-0.16601896	0.474	-0.7165341	0.219
COPA	0.00691285	0.937	-0.0250102	0.88879	-0.0269659	0.762	0.0845614	0.626
CCT7	0.0101995	0.937	0.0049879	0.9874	-0.06924026	0.416	0.1950766	0.326
TIMM9	-0.01247796	0.937	0.0018696	0.99597	0.30912163	0.024	0.1363872	0.62
LINC02691	-0.03032839	0.937	-0.4013666	0.4246	-0.25178866	0.33	-0.5180333	0.407
SCAND2P	-0.01037735	0.937	-0.0645598	0.72512	-0.08871786	0.259	-0.2622063	0.139
DCTPP1	-0.01574955	0.937	0.008238	0.98854	0.40500093	0.0295	0.3004261	0.379
LOC102724273	-0.03212649	0.937	0.1592529	0.8231	-0.39153668	0.156	-0.2707095	0.746
ELF3-AS1	0.03836051	0.937	-0.1910169	0.83021	0.50570194	0.0968	0.1128234	0.923
FGD5-AS1	0.01066902	0.937	0.1078772	0.62203	0.08430182	0.388	0.2875289	0.19
CNPY4	0.01414046	0.937	0.0001453	0.99961	0.14336009	0.225	0.4568059	0.0483
CWF19L1	-0.01115022	0.937	0.160904	0.40839	-0.07753293	0.412	0.2190565	0.343
NF2	0.00829186	0.937	-0.0005054	0.99847	-0.09493084	0.246	0.0153296	0.951
CYSLTR1	-0.034488	0.937	0.2483774	0.66485	0.30488495	0.262	0.7492611	0.201
STARD7-AS1	-0.01379863	0.938	-0.1688139	0.45043	-0.16549406	0.151	-0.2486504	0.395
FANCF	-0.00976655	0.938	0.0183986	0.94967	0.11895763	0.108	0.120036	0.556
UQCRQ	0.02209467	0.938	0.1422783	0.72453	0.56016385	0.00792	0.0232835	0.97
CDC26	-0.01214923	0.938	0.0404438	0.91751	0.04419101	0.743	0.1061747	0.751
KLHL20	-0.00780257	0.938	-0.0070806	0.97813	-0.19407137	0.0156	-0.1991044	0.262
RHOT1	-0.00623767	0.938	-0.0078845	0.97241	-0.03880077	0.558	-0.0154367	0.94
LOC102724288	0.03366459	0.938	0.0215972	0.98542	-0.15605894	0.656	-0.07203	0.944
LRRC58	-0.01290043	0.938	0.063122	0.83646	0.17827871	0.0734	0.0640051	0.871
LOC107986457	-0.02019736	0.938	-0.0269489	0.96183	-0.06951069	0.719	-0.0976989	0.84
KHDRBS2	-0.04402206	0.938	0.2424378	0.82503	-0.21500231	0.551	0.075661	0.948
ASNS	-0.02954611	0.938	0.2468448	0.62771	0.27785641	0.345	0.8358804	0.0774
SEPTIN7P9	0.02984301	0.938	-0.1416468	0.8395	-0.12027908	0.644	-0.8100606	0.197
MADD-AS1	-0.0208777	0.938	-0.1455629	0.68014	-0.5608041	0.00335	-0.3053741	0.415
SDHD	-0.01231039	0.938	0.146428	0.50902	0.18715851	0.141	-0.0296198	0.932
OSGEP	0.0084791	0.938	0.0825104	0.59151	0.01158902	0.903	-0.1023744	0.583
IDH3A	-0.01303533	0.938	0.0246654	0.95806	0.06567762	0.587	0.0504521	0.902
VPS33B	-0.00891066	0.938	0.1103849	0.48397	-0.03133855	0.762	0.1341012	0.469
NPIPB5	-0.02287863	0.938	-0.32913	0.38261	-0.12353139	0.523	-0.4321254	0.359
LOC101927057	0.01928376	0.938	0.0318912	0.94759	0.22963059	0.109	0.1946187	0.619
PCGF2	0.01581505	0.938	-0.02725	0.94901	0.24348479	0.0376	-0.1448413	0.681
LOC107985139	-0.00821002	0.938	-0.0802478	0.6561	-0.13845053	0.0641	0.0554302	0.809
SMAD7	0.01656782	0.938	-0.1936619	0.51527	-0.19122947	0.172	-0.2145353	0.614
LOC100505715	-0.02660278	0.938	-0.0252451	0.97782	-0.48502218	0.0245	-0.1626831	0.819
C19orf73	0.03528405	0.938	0.0238505	0.98389	0.40098154	0.186	-0.553271	0.5
IGLV2-28	-0.07199859	0.938	0.4373032	0.59685	0.10072118	0.838	0.6813814	0.472
LAS1L	-0.00799567	0.938	-0.0138596	0.95393	-0.27115035	0.000116	0.0216692	0.926
OGT	-0.0088928	0.938	-0.0163893	0.95416	-0.06654464	0.504	-0.0527886	0.836
ICMT	0.01541515	0.938	0.1222942	0.73916	0.11261001	0.416	0.2685351	0.47
RERE	-0.01671173	0.938	-0.1708051	0.60424	0.12291008	0.372	-0.2940545	0.426
GALNT14	-0.02727122	0.938	0.0738192	0.9234	-0.00320804	0.992	-0.039789	0.964
IGKC	0.06078409	0.938	0.770388	0.21276	1.00740057	0.00508	2.2131323	0.00185
YTHDC1	-0.00643902	0.938	0.0687619	0.61879	-0.11524906	0.109	0.0419325	0.839
DIAPH1	-0.01403205	0.938	-0.108302	0.74131	0.03691427	0.819	-0.2504105	0.462
ZNF391	-0.03105038	0.938	0.0571705	0.94381	0.32076744	0.24	0.4313467	0.476
EGFL8	-0.01523151	0.938	-0.1199747	0.68109	0.12025463	0.315	-0.1888232	0.563
MTFR2	-0.01903688	0.938	0.053442	0.91899	-0.08820863	0.641	0.1398777	0.782
MPC1	-0.02129598	0.938	-0.0470717	0.93779	0.22974243	0.192	-0.0755464	0.896
SMIM18	0.01744818	0.938	0.0646806	0.87919	-0.11419736	0.526	0.1112839	0.807
LOC105376392	-0.0135875	0.938	0.0387476	0.9139	0.28506529	0.0417	0.1885935	0.529
CCDC7	-0.01831257	0.938	0.1276953	0.68818	0.18584251	0.225	0.4294672	0.259
FOXM1	0.02218378	0.938	0.3449854	0.2878	0.18268347	0.33	0.0476395	0.932
TAS2R13	0.02023757	0.938	0.1379425	0.75365	-0.05401228	0.81	0.0336512	0.961
LOC105369697	-0.02029331	0.938	-0.3122459	0.31422	-0.3935312	0.0356	-0.861918	0.0316
FGD6	0.01092572	0.938	-0.004216	0.99207	0.30605611	0.00449	0.5211443	0.0153
ZNF219	-0.01745141	0.938	-0.1041229	0.79897	0.00784567	0.968	-0.3221675	0.423
ZNF174	-0.01122044	0.938	-0.0558356	0.8427	-0.01904204	0.863	-0.1578032	0.543
GDE1	0.00940143	0.938	-0.047639	0.83802	-0.00783664	0.942	-0.0766825	0.746
PMP22	-0.03618392	0.938	0.0169563	0.98883	0.72094887	0.0351	1.0922498	0.146
FLII	-0.01437758	0.938	-0.0849524	0.81377	-0.16386631	0.199	0.0099239	0.985
ZNF766	0.00910891	0.938	0.0506303	0.80435	-0.04609952	0.645	0.3023711	0.0958
LOC105372698	-0.0606495	0.938	0.0863601	0.95416	0.08116375	0.874	0.5324509	0.654
RBMX2	0.01006554	0.938	0.0927787	0.61224	0.0661501	0.511	0.2517225	0.226
PLXNA3	-0.02930476	0.938	0.016755	0.98674	0.34060835	0.205	0.3087626	0.668
DYNLT5	0.03745626	0.938	-0.0759441	0.94811	-0.20240122	0.597	0.3448125	0.733
DOK3	-0.02362862	0.938	0.0726334	0.91042	0.32116355	0.216	0.0260235	0.973
FAM110C	0.01840428	0.938	0.0441213	0.91268	-0.03977579	0.795	0.0681812	0.87
XBP1	0.01321179	0.938	0.010307	0.98145	0.19538182	0.123	-0.0520882	0.896
URB2	0.01614639	0.938	0.0330237	0.94392	-0.01287475	0.943	0.2246355	0.514
RPIA	-0.01830304	0.938	0.1039127	0.79934	0.29299401	0.0511	0.2001814	0.633
GDAP1	-0.01958891	0.939	0.0072547	0.99115	0.03494289	0.882	0.4987197	0.122
DENND1A	0.01288262	0.939	-0.131013	0.58978	-0.03079697	0.802	-0.3919368	0.159
LINC02624	0.03003993	0.939	-0.030978	0.97925	-0.23308177	0.555	-0.5849051	0.443
ZNF605	-0.00915275	0.939	-0.0764025	0.72522	-0.17859043	0.0686	-0.0119743	0.969
GTF3A	0.01067357	0.939	-0.0281969	0.9389	0.28999758	0.0215	0.0365264	0.892
LINC00630	0.0096842	0.939	-0.0461464	0.82663	-0.1573713	0.0649	0.0242629	0.928
NLGN4Y	-0.13188751	0.939	-1.0690333	0.68923			0.6543947	0.843
LOC286083	0.04767975	0.939	-0.1665365	0.8974	-0.26937124	0.486	-0.1691367	0.894
ADGRL4	-0.02200396	0.939	-0.1809654	0.67767	0.1010999	0.683	0.1438377	0.794
DNAAF10	0.00865001	0.939	0.0490867	0.78979	-0.04117802	0.628	0.0060717	0.98
SUGCT-AS1	-0.01573234	0.939	-0.0389825	0.93033	-0.41151284	0.0109	-0.3582423	0.27
ECPAS	0.0091266	0.939	-0.0383225	0.86826	-0.17816934	0.0658	-0.0810461	0.746
LOC107987166	-0.07285113	0.939	0.3002487	0.86568	0.50815091	0.462	-0.2386789	0.901
TMEM238L	-0.02992899	0.939	-0.1364511	0.83827	-0.37669578	0.0988	-0.6541382	0.27
LOC101929479	-0.02516984	0.939	-0.175931	0.7669	-0.01610931	0.956	0.0164343	0.985
LOC107984825	0.02944788	0.939	0.0157147	0.98667	0.20974118	0.385	-0.161645	0.814
CNTN1	0.04124432	0.939	0.0720698	0.95351	0.12849789	0.739	-0.0533882	0.967
FKBP4	-0.01703317	0.939	-0.1120203	0.73433	-0.14964995	0.262	-0.1608164	0.69
TNRC6B	-0.00630716	0.939	-0.1238418	0.09955	-0.1730645	0.00714	-0.15112	0.189
ZNF525	0.02542949	0.939	-0.0434377	0.94698	-0.05288717	0.841	0.3835019	0.444
FCGR2B	0.02196098	0.939	0.1410054	0.7779	0.12209643	0.597	0.0446426	0.949
DDX31	0.01030794	0.939	-0.0661698	0.7599	-0.02665497	0.801	-0.0523549	0.843
EME2	-0.02097001	0.939	-0.1301779	0.76307	-0.24384731	0.117	-0.5041271	0.241
UBE2D2	0.00894669	0.939	0.0230327	0.91751	0.29716672	0.00252	0.1369289	0.459
C14orf132	0.02254578	0.939	-0.2802106	0.44232	-0.41973458	0.0222	-0.4025686	0.431
CD55	-0.02281429	0.939	0.0539545	0.93127	-0.04059609	0.809	0.0819763	0.863
CYRIA	-0.01471314	0.939	0.1567554	0.50838	0.16799492	0.235	0.6136779	0.0134
BIRC6	0.0056442	0.939	-0.0272977	0.82555	-0.28195076	0.00061	-0.1799961	0.104
LOXL3	-0.01091346	0.939	0.0588265	0.81895	0.13345314	0.328	0.2920835	0.136
ZBTB7A	0.01522039	0.939	-0.1401728	0.60067	0.08528321	0.524	-0.4602447	0.101
IGKV2-28	-0.06012199	0.939	0.9058923	0.20845	0.96193592	0.0126	2.0741543	0.014
LOC107986197	0.01788166	0.939	-0.1432666	0.70826	-0.22252885	0.206	-0.2191236	0.627
PTPRS	-0.03649214	0.939	-0.23378	0.72877	0.0365298	0.916	-0.3681712	0.635
NRM	-0.02041842	0.939	0.1162368	0.75025	0.32061178	0.0242	0.0615595	0.899
KIF12	-0.0238982	0.939	-0.2055714	0.7069	-0.54819104	0.00232	-0.4968927	0.328
SGSM2	0.01152902	0.94	-0.1308435	0.57414	-0.35257077	0.00054	-0.2669008	0.275
LARP1B	-0.01372817	0.94	-0.1070639	0.71683	-0.19330497	0.162	-0.3119658	0.343
DEFB131B	-0.02751118	0.94	-0.055563	0.94158	-0.17577108	0.505	0.4861451	0.369
RHCG	0.04703375	0.94	-0.2198386	0.85352	-0.05303696	0.914	-0.3908515	0.759
ZNF652-AS1	-0.0217338	0.94	-0.1581707	0.75497	-0.2874961	0.126	-0.3567287	0.49
CIDEB	-0.01263909	0.94	-0.1525792	0.53093	-0.16540021	0.307	-0.4149122	0.136
LOC107986656	0.01988598	0.94	0.0656207	0.91258	-0.44962905	0.00905	-0.2979035	0.44
TAGLN	0.04253774	0.94	-0.1436215	0.8745	-0.01627427	0.964	1.5302283	0.0296
MIA2-AS1	-0.01272274	0.94	-0.2367894	0.2409	-0.31811904	0.00869	-0.5553703	0.04
FAM47E	0.02046072	0.94	0.1160116	0.77642	-0.07179796	0.712	-0.2859001	0.502
SNORA21B	0.02703129	0.94	-0.2164416	0.7106	-0.05136372	0.852	-0.5333975	0.358
MGAT1	-0.01124639	0.94	-0.0894423	0.72115	-0.09335861	0.341	-0.2578079	0.355
LOC102724562	-0.0236058	0.94	0.1729342	0.78202	-0.30007836	0.0924	-0.4436021	0.396
NEDD1	-0.01770741	0.94	0.017857	0.9792	-0.01297714	0.95	0.2876925	0.57
CLN3	0.01356807	0.94	-0.0308427	0.94381	0.07535685	0.561	-0.2920195	0.36
ACVR1	0.0094041	0.94	-0.1184534	0.54919	0.02737142	0.796	-0.1519669	0.451
INSYN2A	0.01055832	0.941	-0.0576072	0.8163	-0.20799262	0.0543	0.0840152	0.775
ENPEP	-0.0240153	0.941	-0.049736	0.95196	-0.29042911	0.187	-0.1084328	0.896
DPP10	0.05111003	0.941	0.2301053	0.82293	0.03053875	0.949	1.7670512	0.0222
GTF2H2B	0.02285285	0.941	0.050147	0.93926	0.27477525	0.143	0.3101338	0.55
MFN2	-0.01424913	0.942	-0.028959	0.94967	-0.22489494	0.108	-0.06245	0.895
LINC01004	-0.00958995	0.942	0.0385936	0.85334	-0.19740175	0.0194	0.0082437	0.975
SIVA1	-0.02377439	0.942	-0.049334	0.91418	0.02972928	0.904	-0.6329822	0.0333
GALK1	-0.02599451	0.942	-0.0089063	0.99253	-0.57707799	0.024	-0.5518543	0.387
CHMP6	0.0127439	0.942	-0.0948092	0.72335	-0.06306592	0.676	-0.3962159	0.138
PIAS4	-0.01256418	0.942	-0.0961382	0.73399	-0.07080207	0.547	-0.2539698	0.376
ZNF304	-0.01169043	0.942	-0.0198484	0.95934	-0.15764751	0.14	0.22665	0.41
MIR4450	-0.02416812	0.942	-0.0070797	0.99228	-0.24886727	0.26	-0.4069905	0.376
CWC27	0.0090471	0.942	0.0786608	0.6561	-0.00776763	0.937	0.3213667	0.0637
NAP1L3	-0.02802639	0.942	-0.0484164	0.94429	0.41929846	0.0276	1.1020733	0.00202
LOC105378358	0.02380533	0.942	-0.0537868	0.93996	-0.31795573	0.146	-0.142514	0.834
HNRNPU	0.00432366	0.942	0.0677227	0.36328	-0.05377383	0.391	0.1202419	0.206
FAHD2A	0.01077128	0.942	-0.1466273	0.35786	-0.06090864	0.689	-0.3912246	0.062
MDC1-AS1	0.02020288	0.942	-0.0830684	0.8745	0.09737324	0.597	-0.2963626	0.53
UTRN	0.01073966	0.942	0.0553948	0.83561	-0.06691823	0.583	0.2889473	0.245
ATP11A-AS1	-0.01922146	0.942	0.0044728	0.99323	-0.23877085	0.255	-0.1374111	0.774
LOC105373456	0.01556428	0.942	-0.0085306	0.98667	-0.04206335	0.79	-0.0052951	0.992
SERPINB9-AS1	-0.02444315	0.942	0.1053155	0.84454	0.35343051	0.102	0.6006475	0.162
ARPC1B	0.0207354	0.942	0.1990907	0.57173	0.38884216	0.0584	0.469858	0.255
PRNCR1	-0.01673028	0.942	-0.1040033	0.75613	0.15204468	0.256	0.1568911	0.658
WASHC1	-0.01489696	0.942	-0.0696941	0.86062	-0.13115612	0.357	-0.1232212	0.768
TMEM262	0.02819699	0.942	0.0715303	0.92448	-0.02354983	0.933	-0.005948	0.994
GMPPB	-0.01992822	0.942	-0.166244	0.6849	-0.24190055	0.132	-0.0086489	0.99
H4C5	0.02161768	0.942	-0.077886	0.89003	0.00410869	0.987	0.2520803	0.656
ZNF277	0.00943075	0.942	0.0557277	0.85051	0.17911431	0.046	-0.0250123	0.946
COMMD5	0.01208984	0.942	0.0427277	0.89161	0.17359558	0.111	0.0241006	0.946
CYP2C9	-0.01200123	0.942	-0.008971	0.9808	0.06744059	0.708	-0.1740044	0.488
LOH12CR2	-0.03109094	0.942	0.1851769	0.80493	0.32834464	0.155	0.41194	0.576
LOC107984137	-0.0417995	0.942	-0.3604199	0.67396	-0.0923419	0.812	-0.3933447	0.68
EXOC6B	0.00757405	0.942	-0.1064555	0.47888	0.28645873	0.00219	0.1918046	0.298
DLEC1	-0.01584088	0.942	-0.3221527	0.13979	-0.12128803	0.558	-0.5578166	0.0788
C1QC	-0.03617801	0.943	0.0251178	0.98184	0.00802888	0.985	0.5373376	0.501
CCDC88B	0.01766348	0.943	0.19263	0.58978	0.0076033	0.971	0.1111951	0.806
SMG1P1	0.01270518	0.943	-0.1086008	0.6969	-0.21739754	0.0932	-0.2735072	0.357
ADNP-AS1	0.01512728	0.943	0.1354572	0.63907	-0.27147506	0.0776	-0.2165443	0.522
C22orf23	0.01999549	0.943	0.0491771	0.90685	-0.03982667	0.805	-0.0943781	0.831
CFAP210	-0.02338998	0.943	0.1170112	0.83349	-0.2526717	0.212	0.3346993	0.511
TMED10P1	-0.01199752	0.943	-0.1640678	0.35205	-0.08252667	0.365	0.0362133	0.898
TULP3	0.0118572	0.943	-0.0826759	0.6657	0.00377609	0.977	0.1309152	0.533
COMMD9	0.01147467	0.943	0.0427436	0.88772	0.17495404	0.19	0.157176	0.591
AHNAK2	-0.05077858	0.943	-0.0571211	0.97682	0.03902793	0.947	-0.2350567	0.863
TRT-CGT2-1	-0.03835825	0.943	-0.1248959	0.90893	-0.26782221	0.421	-0.4396666	0.659
DGCR9	-0.04132365	0.943	0.0681715	0.96139	-0.35992883	0.422	0.2632727	0.828
LRIG2-DT	0.01954346	0.943	-0.036688	0.94811	0.10765579	0.522	-0.351658	0.411
CRP	0.0628215	0.943	0.3330246	0.84799	0.40779503	0.564	-0.0401876	0.987
LOC107986650	-0.02645779	0.944	0.1521002	0.82472	-0.38535455	0.13	-0.8626633	0.19
LOC101927543	-0.01799192	0.944	-0.214704	0.46504	-0.25815059	0.136	-0.6466746	0.0401
LOC440300	0.01861409	0.944	-0.0951507	0.84093	0.07319513	0.687	0.0412092	0.947
CEP44	0.00803341	0.944	0.0075904	0.98042	-0.02125179	0.829	-0.0535955	0.833
TMEM249	-0.02393973	0.944	-0.0435669	0.9518	-0.22297101	0.277	-0.4006698	0.458
SNCA	-0.03357339	0.944	-0.3234678	0.67189	0.04855635	0.888	0.3123173	0.72
LOC107984218	0.05093497	0.944	0.0716968	0.9653	0.28393072	0.514	0.2360249	0.861
CKS1B	-0.01593772	0.944	-0.00245	0.99597	0.13001421	0.465	0.2079343	0.573
HNRNPH3	0.00993649	0.944	0.0058481	0.98667	0.20586561	0.0139	0.0695918	0.796
TIMM8B	-0.01604822	0.944	0.0197052	0.96807	0.24796347	0.145	0.004709	0.993
PRICKLE1	-0.02441943	0.944	0.1580891	0.78018	0.3903058	0.0429	1.3603503	0.00343
CANT1	0.01113043	0.944	-0.079968	0.70926	0.0926583	0.368	0.0295718	0.926
KDM6A	0.02159831	0.944	0.1146702	0.81719	0.2346122	0.122	-0.0767308	0.902
BMS1	0.0053878	0.944	0.0808838	0.37362	-0.13972823	0.0969	0.1052648	0.391
IFI27	-0.0461662	0.944	0.1005795	0.93777	0.12780636	0.759	2.5712074	0.00172
DGKQ	-0.01764534	0.945	0.0280365	0.96016	-0.19748303	0.178	-0.183881	0.696
PRRG3	-0.05241219	0.945	-0.7952749	0.44389	0.17273024	0.756	-1.4077242	0.301
MZB1	-0.05193134	0.945	0.5641776	0.4603	0.77730331	0.0434	1.2385744	0.17
CD22	-0.05066753	0.945	-0.3983583	0.71665	-0.16361241	0.71	-0.6143609	0.594
RAF1	0.00655941	0.945	-0.0870016	0.49781	-0.15469285	0.0367	-0.2484004	0.0703
DCAF16	-0.00966822	0.945	-0.0087663	0.9792	-0.08989966	0.323	0.0784259	0.778
BTC	-0.0265782	0.945	-0.1535304	0.84104	-0.06805767	0.829	0.0829494	0.919
DCDC2	0.04429198	0.945	0.7222709	0.33464	1.41907599	0.000319	3.0512397	0.000166
RPL17-C18orf32	-0.01263127	0.945	0.0675064	0.83199	0.41036645	0.00792	0.2985177	0.278
SOAT1	-0.00832037	0.945	0.0478117	0.82681	0.0932979	0.268	0.1251758	0.585
LOC105374612	-0.03143601	0.945	-0.1941598	0.73728	-0.08072354	0.755	-0.3412733	0.614
LOC101928409	-0.03510883	0.945	0.0686872	0.94688	0.65421772	0.0304	0.4048495	0.603
LTB	0.0320135	0.945	0.1941061	0.77964	0.18611835	0.564	0.7285696	0.261
LRRN3	-0.01114011	0.945	0.0385809	0.89455	-0.12699734	0.274	-0.0689171	0.836
PHF10	-0.00808123	0.945	-0.0775318	0.65988	0.06979237	0.324	-0.1350629	0.514
LOC107987043	-0.01326167	0.945	-0.0656898	0.84597	-0.26365355	0.053	-0.3535371	0.226
MECP2	-0.00933971	0.945	-0.092081	0.67405	0.10171426	0.283	-0.1371743	0.567
CCDC77	0.01149648	0.945	0.0711327	0.83513	-0.03866499	0.742	0.297083	0.212
CFTR	0.05838734	0.945	0.3847042	0.78374	1.0745614	0.0435	2.9718368	0.0142
KRTCAP2	0.01313348	0.945	0.0375446	0.92989	0.34064811	0.0434	0.0577303	0.891
CERS4	-0.01729021	0.945	-0.2110952	0.51628	0.08523119	0.688	-0.0594324	0.911
ZNF212	0.01358465	0.945	-0.0798042	0.81746	-0.14826995	0.233	-0.3991673	0.146
KAT2B	0.00898344	0.945	-0.0085019	0.97486	-0.0367605	0.706	-0.2109323	0.236
GMEB2	0.01087601	0.945	-0.0788449	0.74431	-0.04416443	0.723	-0.2122128	0.418
MLXIP	-0.01866008	0.945	-0.2532656	0.49866	0.09527327	0.629	-0.4420877	0.301
UBXN7	0.00820986	0.946	-0.0187849	0.95152	0.09526988	0.25	-0.0338579	0.902
SNORD102	-0.02511145	0.946	-0.0383232	0.96807	-0.37473604	0.124	0.3321589	0.577
ABHD12B	0.02432997	0.946	-0.0715091	0.91572	-0.12647452	0.623	-0.3837408	0.497
PRR7	0.02848131	0.946	0.2333593	0.67144	0.48803239	0.0314	0.0795918	0.906
GSTM1	0.12502639	0.946	0.4772528	0.8909	-1.01598971	0.376	-0.172161	0.966
MT1H	0.0699331	0.946	0.0929774	0.96807	-0.0775424	0.91	-2.0612762	0.133
LOC101927817	-0.01255434	0.946	-0.050937	0.88295	-0.2919346	0.0405	-0.1909148	0.49
TAPBPL	0.01542422	0.946	0.1261385	0.71291	-0.06493701	0.708	-0.0710812	0.872
PCYOX1	0.00924358	0.946	-0.0552831	0.72453	-0.02338419	0.869	-0.3272265	0.0674
LINC01814	-0.05320536	0.946	-0.8785714	0.3292	-0.35181617	0.475	0.1363816	0.934
USP46-DT	0.0170766	0.946	0.0956725	0.83802	-0.02872623	0.877	0.0260556	0.966
