Symbol	Steatosis_1_vs_control	Steatosis_1_vs_control_pvalue	Steatosis_2_vs_control	Steatosis_2_vs_control_pvalue	Steatosis_3_vs_control	Steatosis_3_vs_control_pvalue
SLC15A2	-0.0500646	0.875	-0.06472233	0.808	-0.17729459	0.426
SLC7A14-AS1	-0.1227188	0.875	-0.0822638		-0.12460642	0.86
HDAC3	0.0200917	0.875	-0.01726162	0.917	0.0813228	0.539
MRS2	-0.0294515	0.875	-0.04699108	0.751	-0.10418163	0.261
SNHG32	0.039088	0.875	0.11355723	0.607	0.2632374	0.335
LINC01564	-0.0987908	0.875	-0.07656824	0.87	0.10107545	0.786
AOAH	-0.0886328	0.875	-0.09582678	0.792	-0.07211653	0.852
LRRC61	0.0547323	0.875	-0.12414607	0.565	0.11605157	0.668
RNF170	-0.0240046	0.875	0.07201935	0.542	-0.05140429	0.671
HSPA5	0.089787	0.875	0.25607542	0.488	0.40334426	0.191
ATAD1	0.0243437	0.875	0.02985207	0.763	-0.0397019	0.685
HABP2	-0.0433301	0.875	-0.07635438	0.638	-0.18161651	0.251
RNU7-1	-0.0848319	0.875	-0.14193234		0.25272934	0.634
LOC105369745	-0.039257	0.875	-0.09323564	0.61	-0.14456929	0.551
SMUG1-AS1	-0.1869927	0.875	-0.41341735			
RPL41	-0.0367569	0.875	0.06727728	0.733	0.31293172	0.423
ACACB	0.0453302	0.875	0.00193655	0.996	-0.04675759	0.896
LOC107984806	-0.1003154	0.875	-0.36064181		-0.05817967	0.92
ZNF594-DT	-0.0484512	0.875	-0.03015898	0.906	-0.05203897	0.839
GRIN2C	-0.1106704	0.875				
TMEM200C	-0.1027854	0.875	-0.07550802	0.916	-0.35111447	0.442
LPAR2	-0.0958317	0.875	0.24187468	0.694	0.0737935	0.884
ATRN	-0.0285956	0.875	-0.00767181	0.963	-0.03462444	0.845
CFAP298	-0.0231357	0.875	-0.06795328	0.54	-0.13936375	0.197
IGLC1	0.1990244	0.875	-0.01898912	0.983	0.22216889	0.838
SCML1	-0.0330817	0.875	-0.02027452	0.908	-0.09802002	0.555
LOC101928548	-0.0756293	0.875	-0.07536784	0.869	-0.00577465	0.993
MFSD3	-0.0522191	0.875	-0.11905312	0.572	0.12894094	0.529
TRIM11	-0.0459976	0.875	-0.11758717	0.49	-0.11055426	0.603
ATL2	-0.0219873	0.875	0.01476523	0.912	-0.05157591	0.67
LOC105374812	-0.0853027	0.875	-0.15535731		-0.12805301	0.806
NCK2	0.0559467	0.875	-0.0340494	0.922	-0.03582012	0.909
LOC101929356	-0.0443092	0.875	-0.18163629	0.239	-0.20194441	0.402
LOC102725082	0.0745478	0.875	0.05418885	0.9	-0.03057386	0.944
MKRN2	-0.0210444	0.875	0.00910628	0.943	-0.00995729	0.945
WDR53	0.034135	0.875	0.06812951	0.665	0.02411344	0.928
CTBP1	0.0249654	0.875	-0.01672407	0.909	-0.02024081	0.908
TRIM2	-0.0472879	0.875	-0.12480975	0.584	-0.26723	0.251
SNORA105A	-0.0452854	0.875	0.08595086	0.699	0.07173729	0.768
DNAJC18	0.0711218	0.875	-0.05738024	0.904	-0.24560443	0.498
MIR3142HG	0.0902336	0.875	-0.06712903	0.868	0.08495648	0.865
LOC105377735	-0.079113	0.875	-0.24846598	0.496	-0.15863784	0.693
SNORA14A	-0.0650104	0.875	-0.02442609	0.942	0.58724296	0.175
ARPC1A	0.0244238	0.875	0.10264142	0.439	0.13955358	0.505
ANAPC16	-0.0247804	0.875	0.0441926	0.733	0.02394269	0.905
PLAC9	0.0883678	0.875	0.03246476	0.958	0.2076335	0.7
BUD13	0.0258307	0.875	0.00480123	0.971	0.03970911	0.829
LOC102723983	-0.0732341	0.875	0.17484677	0.586	0.14489954	0.781
EEA1	-0.0325033	0.875	-0.0092641	0.956	-0.07369257	0.632
ZDHHC20	-0.0285858	0.875	0.0564424	0.651	0.08128063	0.552
KANSL1	0.0455183	0.875	-0.12687413	0.512	-0.15454867	0.494
RANBP3	0.020665	0.875	0.0192524	0.86	0.07385897	0.434
DCAF15	0.0387229	0.875	0.00938409	0.969	0.15290417	0.434
EHD2	-0.0939947	0.875	0.04203417	0.953	-0.09434629	0.805
LOC100128398	0.061328	0.875	0.08921417	0.787	-0.16080367	0.591
ZNF343	-0.0320538	0.875	-0.11488123	0.404	-0.14359341	0.384
PKIG	-0.03462	0.875	-0.03103662	0.871	0.18639939	0.6
FBLN1	-0.2335988	0.875	-1.2222029	0.0701	-1.50413495	0.0645
WAS	0.0646778	0.875	0.23530446	0.381	0.2192898	0.406
ILKAP	0.0207899	0.875	0.03958851	0.677	0.00589963	0.967
LOC105374071	0.069602	0.875	0.00996102	0.971	0.02540289	0.923
PLEKHH1	-0.052769	0.875	-0.04640572	0.87	0.06935116	0.809
RRN3P1	-0.0375719	0.875	-0.08002131	0.534	-0.04043737	0.858
CSNK2A2	-0.0313234	0.875	0.03945883	0.797	0.02792885	0.871
PSTK	-0.0383718	0.875	0.03028162	0.896	0.0217709	0.937
CTPS1	-0.0497903	0.875	-0.03979737	0.895	-0.14801925	0.548
LOC105377548	-0.1045674	0.875	0.00469475	0.993	-0.02699689	0.962
LOC102724805	0.0748914	0.875	0.08493339	0.831	-0.0124905	0.98
RPL37A-DT	0.0760147	0.875	0.11668316	0.752	-0.01722137	0.973
ANKH	0.0303479	0.875	-5.794e-05	1.0	0.08260876	0.512
GOLGA8O	-0.0426212	0.875	-0.10738355	0.594	-0.22234752	0.31
IGFBP5	0.1218651	0.875	-0.48488969	0.0557	-0.45151047	0.172
FTO-IT1	0.0556104	0.875	-0.024918	0.939	-0.23030359	0.529
LOC101929347	-0.0991571	0.875	-0.15100125			
VTI1A	-0.0226181	0.875	-0.02748592	0.818	-0.00463121	0.978
AQP7	-0.0605099	0.875	-0.18430779	0.584	-0.03598074	0.9
SMN1	-0.0436848	0.875	0.03669525	0.842	-0.00285071	0.992
CCDC180	0.0631988	0.876	0.13163661	0.694	-0.27638851	0.401
SND1	0.029475	0.876	0.05951946	0.668	0.00831546	0.969
ERGIC2	-0.0302578	0.876	-0.0086868	0.959	-0.01603786	0.923
TRNG	-0.1053079	0.876	-0.14269999	0.709	0.23777941	0.616
LOC112268061	0.064531	0.876	-0.16548199	0.685	-0.17816414	0.683
RBM23	0.0209059	0.876	0.03143589	0.794	-0.0026457	0.989
VRK2	-0.0229073	0.876	-0.01459664	0.911	-0.05466343	0.491
CDC42EP2	0.0723297	0.876	0.00579964	0.988	0.05433322	0.886
ING2-DT	0.0944371	0.876	0.13415288		-0.06398659	0.913
LOC107984275	0.0584229	0.876	0.08868053	0.747	0.05554734	0.884
SLC4A5	0.0613754	0.876	-0.05809094	0.848	0.06302921	0.851
ZNF70	-0.0457487	0.876	-0.03176338	0.882	-0.1530081	0.463
PIGN	-0.0271677	0.876	-0.01163931	0.933	-0.10283298	0.382
MIDEAS	-0.031185	0.876	-0.07557137	0.552	-0.09072947	0.656
SYT17	-0.0594046	0.876	0.06822804	0.788	-0.02818853	0.928
NIPAL2	0.0804147	0.876	0.20151528	0.55	0.26980109	0.402
HES4	0.1130888	0.877	0.13103372		0.15052513	0.83
SNORD100	-0.0878104	0.877	0.07949219		0.06242857	0.91
LOC105373181	-0.1010437	0.877	-0.22142085			
ATP8B2	-0.0693475	0.877	-0.13355946	0.72	-0.16836143	0.565
SMN2	-0.0522855	0.877	-0.0033123	0.989	-0.0321308	0.909
ABCC10	-0.0317166	0.877	-0.02964956	0.85	0.00209856	0.995
PSMC6	0.0238703	0.877	0.05571206	0.578	0.0691255	0.545
XCL1	0.1304439	0.877	0.31926599	0.557	1.04163846	0.103
TBL1XR1	-0.0291888	0.877	3.57e-05	1.0	-0.08151862	0.429
COL17A1	-0.0734801	0.877	-0.13679886	0.654	-0.18395362	0.66
PRMT5-AS1	-0.0376923	0.877	-0.03086196	0.894	-0.00888825	0.974
DICER1	-0.0224211	0.877	-0.04988317	0.59	-0.16859	0.184
GPATCH11	-0.0313537	0.877	-0.02546635	0.834	-0.08891844	0.513
XPO5	0.0226112	0.877	0.06278313	0.492	-0.00190988	0.991
TMEM139-AS1	-0.0909984	0.877	-0.10926495	0.822	-0.03089323	0.948
TPRN	-0.0793392	0.877	-0.13656845	0.696	-0.09842208	0.832
FAM111B	0.1795814	0.877	0.60806162	0.411	0.7102487	0.399
ITGA7	-0.1384754	0.877	-0.59274742	0.0786	-0.42943239	0.293
NRG4	0.0411386	0.877	0.03169674	0.888	-0.09660155	0.523
SPNS2-AS1	-0.0634849	0.877	-0.04875047	0.895	-0.00241871	0.995
ZNF271P	0.0234432	0.877	0.12022927	0.185	0.08922754	0.406
LOC105376704	-0.0774645	0.877	-0.16786949	0.619	-0.2434734	0.561
RNFT1	-0.0364942	0.877	0.02642794	0.874	0.0613419	0.69
KLF6	-0.0513579	0.877	0.24433727	0.492	0.20529782	0.358
LOC107984294	0.0845104	0.877	-0.04095969	0.92	-0.09058889	0.814
LOC105378511	0.111894	0.877	-0.0637714			
HMGB1	-0.0299673	0.877	0.06687626	0.565	0.02115941	0.91
TRIM25	0.0338835	0.877	0.02355876	0.894	0.15597335	0.295
SMIM26	0.0325526	0.877	0.13476408	0.446	0.44207033	0.296
MINDY1	-0.0348304	0.877	-0.13485195	0.429	-0.07081535	0.731
RBM18	0.0304699	0.877	0.11252822	0.326	0.04854779	0.8
DTD1-AS1	0.0993062	0.877	-0.01071051		0.0170615	0.982
HPS1-AS1	-0.1090951	0.877				
DGCR11	-0.0445083	0.877	-0.06843855	0.747	-0.0806004	0.822
MDM1	-0.0294377	0.877	0.01297721	0.941	-0.07585038	0.71
SNORD69	0.0893927	0.877	0.13546197		0.16634997	0.752
PDCD10	0.0298531	0.877	0.11825836	0.332	0.1927598	0.244
TRIM3	-0.0405081	0.877	-0.0559302	0.732	0.02728993	0.898
LOC102724775	-0.1081206	0.877	0.04863974	0.929	-0.27505522	0.557
SNORA25	-0.0573816	0.877	0.09438102	0.79	0.28756167	0.415
COQ6	-0.0302152	0.877	-0.0072572	0.967	0.15465778	0.335
ZNF443	0.0379524	0.877	-0.00998312	0.959	0.00706549	0.982
TMEM38A	0.0453656	0.877	0.13265123	0.592	0.03859704	0.879
ZNF75D	0.0173868	0.877	-0.0550045	0.688	-0.11812688	0.585
NECAB1	-0.0883458	0.878	-0.3608216	0.403	-0.37264231	0.344
LOC105372602	0.1878836	0.878	0.05841077	0.955	-0.85962998	0.219
PIK3C3	-0.0196929	0.878	-0.0174011	0.88	-0.09886975	0.232
VGLL3	-0.1834759	0.878	-0.63646381	0.452	-1.02863482	0.114
DPY19L2P3	-0.0812519	0.878	-0.07431988		-0.08659364	0.871
MOGAT2	-0.0593092	0.878	-0.03170605	0.926	0.01880439	0.932
PIGH	-0.0326751	0.878	-0.03421598	0.801	0.05625686	0.815
APOBEC3F	0.0480313	0.878	0.10542063	0.728	0.17305933	0.418
HMGCL	-0.0290925	0.878	0.0770331	0.647	0.1241871	0.561
PDE4DIP	0.0932892	0.878	-0.10482129	0.657	-0.24794209	0.339
FAM99A	-0.0593856	0.878	-0.01690209	0.958	-0.06409455	0.825
TENM4	-0.1548402	0.878	-0.42532075	0.536	-0.45716115	0.421
CCN5	-0.2361996	0.878	-0.45234872			
ICOSLG	0.0513166	0.878	0.10027369	0.723	0.19171352	0.526
LRRC24	0.050602	0.878	-0.01855431	0.949	0.10831288	0.672
ARHGEF2-AS2	0.1129791	0.878	0.10567834		0.28611675	0.637
ATP5ME	0.0319237	0.878	0.08809106	0.64	0.45317387	0.279
LOC105377663	0.0629908	0.878	0.17853562	0.588	-0.04740756	0.906
SARS2	0.0311985	0.878	0.05073409	0.799	0.09905358	0.552
CFAP100	-0.0858703	0.878	-0.11068371	0.73	-0.22578506	0.6
PCYT1A	0.0227229	0.878	0.01074568	0.914	-0.00976372	0.942
NELFA	0.030468	0.878	-0.07021595	0.678	0.00531888	0.977
ZHX2	0.0331589	0.878	-0.03052778	0.832	0.02264988	0.909
APPL2	-0.0195407	0.878	-0.03691922	0.724	-0.08549969	0.369
SMIM2	-0.0952008	0.878	-0.18821044	0.65	-0.3834505	0.388
AKT1	-0.0290631	0.878	-0.032931	0.821	-0.09373291	0.566
ELK2AP	-0.2022676	0.878	-0.72292478	0.309	-0.97675865	0.165
RHBDF1	0.0669405	0.878	0.04356715	0.907	0.20055119	0.577
CDPF1	-0.0393347	0.878	-0.09859549	0.587	-0.03199984	0.912
LGALS8	0.0310214	0.878	0.09680036	0.441	0.06103497	0.71
STARD10	0.0458812	0.878	0.15384032	0.475	0.39192576	0.185
GTF2B	0.0320135	0.878	0.08843915	0.393	0.1448625	0.432
RNF130	-0.0310688	0.878	0.01951878	0.9	0.0784402	0.71
BMP2K	0.0264331	0.879	0.05631732	0.709	-0.01992626	0.89
VPS9D1-AS1	-0.0525973	0.879	-0.07011356	0.768	0.02313733	0.948
ZSCAN5A-AS1	0.1077199	0.879				
EMC1	0.0198899	0.879	-0.02435167	0.843	-0.06306181	0.79
LOC100996318	-0.1269498	0.879	0.14629655		0.04637525	0.95
LRCH4	-0.0417918	0.879	-0.03945169	0.82	0.05334908	0.798
SV2A	0.0934745	0.879	-0.11715169	0.839	-0.20893077	0.645
MITD1	-0.0267169	0.879	0.03544414	0.834	0.09685154	0.648
LOC101928816	0.0613769	0.879	-0.03535841	0.934	0.01080179	0.977
ESPNP	0.0940625	0.879	-0.1199889	0.792	0.08859561	0.855
ARG2	0.0251316	0.879	0.08178244	0.551	0.09519797	0.547
LOC100506851	-0.082129	0.879	-0.37686188	0.38	-0.42951349	0.324
PPP1CB	0.0410736	0.879	0.09252985	0.668	0.05229649	0.789
RNF123	0.0393367	0.879	-0.04825529	0.82	-0.00867088	0.973
CYP11A1	-0.0948757	0.879	0.10093	0.826	0.22286847	0.525
NMT1	0.024117	0.879	0.08592204	0.431	0.02551189	0.847
CPEB2-DT	-0.0718349	0.88	-0.21909862	0.414	-0.28695776	0.378
SEC24B-AS1	-0.0700627	0.88	0.06062725	0.883	0.00199401	0.997
LINC00957	0.0795095	0.88	0.12980057	0.724	0.15007461	0.719
IL15RA	0.0428105	0.88	0.07956855	0.765	-0.00963674	0.971
PGS1	-0.0250351	0.88	-0.09162824	0.362	-0.13935185	0.416
TIGD6	-0.026323	0.88	-0.0389572	0.8	-0.11753123	0.476
RXRA	0.0415448	0.88	0.02549579	0.918	-0.0371877	0.885
NDUFA3	0.0489602	0.88	0.06569688	0.763	0.55453524	0.221
NNT-AS1	-0.0358995	0.88	-0.18534926	0.0741	-0.13435767	0.307
CLEC4M	-0.0867693	0.88	-0.05400604	0.939	-0.03716879	0.948
H2AC19	0.0512316	0.88	0.12758518	0.495	0.53553653	0.145
TNRC6C-AS1	-0.0492966	0.88	-0.08776861	0.723	-0.0705925	0.784
MB21D2	0.0918087	0.88	-0.0016591	0.997	0.06940763	0.884
ACAP2	0.0279894	0.88	0.08291843	0.386	0.03755622	0.798
SDHAP2	-0.069092	0.88	-0.24301576	0.378	-0.13936931	0.709
LIMCH1	-0.0638562	0.88	-0.12535128	0.582	-0.21905104	0.4
LOC105377509	-0.1098442	0.88	-0.28531805	0.552	-0.2239743	0.734
LINC01410	0.0980465	0.88	0.113558	0.832	0.01062484	0.988
ZBTB6	-0.0281946	0.88	0.06723662	0.611	-0.0226213	0.89
IPO7	0.0317388	0.88	0.03513041	0.788	-0.02252709	0.824
SRSF8	0.0232797	0.88	0.08389579	0.285	0.11462809	0.247
ATPAF2	0.0223112	0.88	0.05468373	0.693	0.10896172	0.51
LOC112268292	0.1418576	0.88	0.07400878			
USP42	0.0229494	0.88	-0.00623356	0.968	0.08155512	0.548
EVI5	0.0347297	0.88	0.06409251	0.686	-0.02012225	0.903
KLHL12	0.0231515	0.88	0.02581574	0.765	0.00620843	0.971
CXCR1	0.119054	0.88	0.33921256	0.542	0.27508046	0.597
TEX2	0.0313977	0.88	0.07045336	0.618	-0.0977889	0.6
LOC105375247	0.112175	0.88	-0.04159892	0.938	0.05724758	0.927
ZNF697	0.0335524	0.88	-0.00802897	0.96	0.00943687	0.971
MTARC1	-0.0533313	0.88	-0.07324229	0.823	-0.18742159	0.356
ZBTB20-AS4	-0.0515242	0.88	-0.23889351	0.348	-0.43077036	0.0847
RNF43	-0.0461272	0.88	-0.06834707	0.763	-0.09239608	0.721
PPM1N	0.0986338	0.88				
LOC107987175	0.0696541	0.881	-0.02764623	0.942	0.1777037	0.66
CD80	0.0819308	0.881	0.23189252	0.408	0.37879839	0.247
SPINK1	0.24606	0.881	-0.32179541	0.763	0.16903953	0.928
CAMK2A	0.1487754	0.881	0.32182656			
INTS15	0.0268079	0.881	-0.01507902	0.94	-0.06448059	0.739
PIP4P2	-0.0751195	0.881	-0.06326728	0.896	-0.0812839	0.871
PTCSC1	0.0737348	0.881	0.29909404	0.411	0.10916892	0.792
TGM1	-0.1107689	0.881	-0.43422033	0.25	-0.20534781	0.711
ZNF765-ZNF761	-0.034214	0.881	-0.01347949	0.935	-0.07628492	0.735
MFAP5	0.2058368	0.881	-0.10710496		0.46022704	0.738
DUSP11	-0.0259049	0.881	0.05346434	0.728	0.09886555	0.64
NCALD	-0.0425783	0.881	-0.064531	0.741	-0.19297735	0.235
LINC02344	-0.0697764	0.881	-0.23511998	0.49	-0.05466838	0.907
ANKS3	0.0336034	0.881	-0.10652499	0.493	-0.16688176	0.428
FAM219A	0.035502	0.881	-0.00060683	0.998	0.02601677	0.905
LOC105370902	-0.0625048	0.881	0.11220573	0.711	-0.07974673	0.866
TRNV	0.0991272	0.881	0.0097885	0.983	-0.01474298	0.97
LOC105374810	-0.1211849	0.881	-0.14474633			
FRG1CP	0.0898095	0.881	0.14019858	0.767	0.29705501	0.463
LOC105378211	0.119445	0.881	0.09735474			
IQCN	-0.0775263	0.881	0.05985343	0.888	0.19711581	0.62
RAI14	0.0364801	0.881	-0.00344912	0.988	-0.16753011	0.206
ALKBH3	-0.0264327	0.881	-0.03080179	0.827	-0.04637556	0.732
LOC101927045	0.0374994	0.881	0.00737476	0.977	-0.04930492	0.844
BRME1	0.0736946	0.881	0.04986075	0.913	0.22596026	0.692
TSPAN2	-0.1368776	0.881	-0.79195141		-0.44862298	0.464
SSR2	0.0431163	0.881	0.1726723	0.349	0.23580354	0.445
EVA1A	0.0502033	0.881	-0.03816376	0.895	0.17727093	0.42
CNNM3-DT	-0.075073	0.881	-0.09015879	0.809	-0.01163525	0.983
TRGV4	0.1533122	0.881	0.05262354			
IQCH	0.0394907	0.881	-0.00265331	0.992	-0.06943893	0.748
DHX33	0.0418374	0.881	0.14382214	0.322	0.18872658	0.391
ITGA3	-0.1142867	0.881	-0.13872163	0.867	-0.34486578	0.503
UQCRH	0.0467292	0.881	0.07342207	0.706	0.29922245	0.37
CDC42-AS1	-0.0962297	0.882	-0.14969407		-0.01964528	0.977
FNDC3B	-0.039964	0.882	-0.11462461	0.536	-0.1035721	0.628
ADAM9	0.0541989	0.882	0.26927243	0.432	-0.00089932	0.998
SOAT1	-0.0223926	0.882	0.03951378	0.764	-0.03079182	0.834
LINC01871	-0.138504	0.882	0.02665786	0.973	0.43971097	0.528
CYP1B1-AS1	-0.0877724	0.882	-0.20805816	0.622	-0.04242651	0.956
INE1	-0.0695342	0.882	-0.1010036	0.779	-0.12601509	0.795
ATPAF1	0.023997	0.882	0.05128076	0.645	0.06152455	0.763
SORT1	-0.1765393	0.882	0.02672525	0.983	0.57608401	0.519
MCM6	-0.0862453	0.882	0.10194891	0.839	0.09627055	0.843
LOC105373994	0.0446326	0.882	-0.01615742	0.954	-0.00745743	0.984
CPE	0.1686889	0.882	-0.08810274	0.929	-0.57005562	0.412
PON1	-0.0471212	0.882	-0.0260012	0.935	0.13911185	0.635
GOLGA1	-0.0203418	0.882	-0.04878691	0.592	-0.02844766	0.863
SMYD4	-0.0229663	0.882	-0.03841128	0.776	-0.06039525	0.767
ANO8	0.0458508	0.882	-0.04495915	0.848	0.14640932	0.579
LOC105372380	0.0678091	0.882	-0.08927905	0.83	0.00431457	0.995
LECT2	0.0488559	0.882	0.16240754	0.622	0.4698622	0.0942
SMG1P7	0.0626546	0.882	-0.29572112	0.265	0.00820288	0.983
FAM245B	-0.1124266	0.882	-0.17224865	0.708	-0.13343264	0.787
LOC107986613	-0.0864468	0.882	-0.22562086	0.537	-0.39240366	0.264
LOC105378863	-0.0523124	0.882	-0.18358808	0.459	-0.32562567	0.356
SCGN	-0.1250333	0.882	-0.50076586	0.267	-0.29292032	0.619
ZFX	0.0529592	0.882	-0.02922293	0.929	0.01730853	0.96
LOC105377945	-0.0493785	0.882	-0.09859951	0.651	-0.04790889	0.873
CXCR6	0.0574187	0.882	-0.0345999	0.875	-0.04410495	0.83
SNORA99	0.1009539	0.882	-0.04029853			
LOC107984034	-0.0772383	0.882	-0.08628209		-0.2693266	0.548
HSF1	0.0372052	0.882	-0.01403828	0.954	0.17032397	0.532
LOC100506076	-0.0617478	0.882	-0.00435322	0.992	-0.07906546	0.845
CXCL9	-0.1670185	0.882	1.00427691	0.026	0.44033489	0.659
LOC101928357	0.118795	0.882	-0.11277251		-0.03307727	0.962
OGN	-0.1820833	0.882	-0.96728736	0.0705	-1.16191369	0.0328
MSANTD3-TMEFF1	0.051821	0.882	0.0826033	0.763	0.20169419	0.463
LOC107984718	0.0368381	0.882	-0.02207587	0.939	-0.16158698	0.612
LINC00671	0.0846588	0.882	-0.33607494	0.478	0.02529371	0.973
MIR12114	-0.1014737	0.882	-0.03385432		-0.33485927	0.581
DCAF4L1	-0.0740086	0.882	-0.09638218	0.82	-0.11489868	0.783
SLC9A3-AS1	-0.0863374	0.882	-0.44116175	0.279	-0.23911917	0.514
EBF1	0.1515961	0.882	-0.58406521	0.212	-0.7043437	0.179
LOC105379752	-0.0372008	0.882	-0.15263546	0.369	-0.14052735	0.533
LOC105376204	0.1329825	0.882	-0.24014572		-0.05560344	0.948
RERG	0.1089924	0.882	-0.1159483	0.839	-0.31031463	0.544
SDK2	0.0762478	0.882	0.06395585	0.93	0.08235585	0.872
PHEX	-0.1392712	0.882	0.08967447			
RNF103	0.0314428	0.882	0.04902401	0.737	0.02260193	0.895
NIPSNAP2	-0.0276667	0.882	0.06637549	0.747	0.07874172	0.786
LOC107985553	0.0861296	0.882	0.28443026	0.49	0.20359655	0.654
LCMT2	0.0345763	0.883	0.03245368	0.862	0.04982702	0.808
FAM86C2P	-0.0527033	0.883	-0.11709532	0.683	-0.1298386	0.701
TPH1	-0.0915476	0.883	-0.09325607		-0.08656671	0.887
BPNT1	0.0239652	0.883	0.01861885	0.88	0.1295398	0.27
TEX10	-0.023147	0.883	-0.0333456	0.8	-0.04642399	0.665
TM9SF3	0.0255485	0.883	0.11771922	0.221	0.09992852	0.217
LOC105370884	-0.0538703	0.883	-0.12039235	0.713	-0.31468825	0.509
PCDHGA9	-0.0676734	0.883	-0.09025194	0.772	-0.06483054	0.874
RIPK1	0.0172686	0.883	0.02445079	0.764	0.0480791	0.752
BCO2	-0.1192494	0.883	-0.10267331	0.874	-0.32368311	0.581
SCAMP1-AS1	0.0424709	0.883	0.03592581	0.869	0.17594637	0.395
LINC00242	-0.0506204	0.883	0.01584929	0.963	0.03944993	0.905
VKORC1L1	0.0286727	0.883	0.08620731	0.387	0.03301052	0.814
SPTB	-0.042379	0.883	-0.1531194	0.421	-0.1441092	0.551
FAHD2B	0.0314034	0.883	0.01504709	0.941	0.1895321	0.38
CKLF-CMTM1	0.0472943	0.883	0.22825389	0.361	0.4071675	0.289
LOC107984665	-0.0890793	0.883	-0.06062765			
ARVCF	0.0416281	0.883	-0.03260522	0.894	-0.09236461	0.752
NOC3L	0.0284714	0.883	0.05066909	0.759	-0.06308967	0.727
IFFO1	-0.027607	0.883	-0.06439158	0.594	-0.05838698	0.74
KIAA0586	-0.0190894	0.884	-0.04671794	0.695	-0.10006967	0.434
FAM88B	-0.0615418	0.884	0.18561459	0.513	-0.15932335	0.607
LINC01814	0.1356281	0.884	0.14442809	0.876	0.20812349	0.789
OR52B6	-0.1263957	0.884	-0.46232354		-0.77353937	0.246
MTMR1	-0.0162175	0.884	0.01176227	0.899	-0.01175902	0.944
TMED5	0.0421051	0.884	0.15034134	0.325	0.2372948	0.162
NDUFA5	-0.0391293	0.884	-0.02345263	0.894	0.04360255	0.845
LOC105371795	0.0472038	0.884	-0.0740957	0.795	0.09071546	0.737
NR2E3	-0.0962011	0.884	-0.29063097		-0.26731518	0.757
PLEKHB1	-0.1208149	0.884	-0.41120395	0.446	-0.21892596	0.743
KIF2C	0.119656	0.884	0.45825804	0.318	0.42867141	0.415
HIPK1	0.021474	0.884	0.02063876	0.81	0.03491822	0.667
LOC105374555	-0.0762581	0.884	-0.18625792	0.548	-0.04032883	0.927
USP6NL-AS1	0.0791814	0.884	0.07122134		-0.01423322	0.979
SCNN1A	-0.0976745	0.884	-0.41191308	0.164	-0.29555276	0.394
ZCCHC8	-0.0243712	0.884	-0.08039708	0.484	-0.16887646	0.15
IGHV2-70	-0.20559	0.884	-0.11512506		-0.30667227	0.82
IGHV3-73	0.2077099	0.884	0.26452135		0.57623562	0.594
SLFN12L	0.0838245	0.884	-0.02719667	0.951	0.18861147	0.653
TMEM100	0.0791754	0.884	0.23253747	0.577	0.17107729	0.741
TNFSF14	-0.1071095	0.884	0.18780112	0.746	0.17074228	0.764
GAS2	0.041361	0.884	-0.00098408	0.997	0.10250203	0.652
KLHL5	0.0366336	0.884	0.09099383	0.502	0.06120859	0.708
AKR7A2	-0.0340284	0.884	-0.0285711	0.868	0.12602604	0.628
SRBD1	0.0245862	0.884	0.03047312	0.821	-0.0510364	0.681
TPRG1	-0.0889236	0.884	-0.13061905	0.758	-0.13062737	0.768
PDE9A	0.0842073	0.884	0.00916237	0.988	-0.25861583	0.333
IGKV2D-29	0.1941861	0.884	0.41244053			
LOC107985200	-0.1032762	0.884				
CREG1	0.0332762	0.884	0.10829905	0.432	0.20522429	0.378
NHEJ1	0.0354535	0.884	0.02645368	0.88	0.05562522	0.786
MIR302CHG	0.033605	0.884	0.02248909	0.886	0.062683	0.691
PCDHGA5	-0.0762941	0.884	-0.13450726	0.741	-0.01115701	0.986
ZC3HAV1L	-0.0514721	0.884	0.02436566	0.96	0.02821408	0.926
VPS28	-0.0312075	0.884	0.06713861	0.721	0.12548518	0.628
CCEPR	0.1024354	0.884	0.08558206	0.881	-0.13640635	0.772
ITGB7	0.0697676	0.884	-0.1204584	0.7	0.1115251	0.81
KTN1	-0.0312368	0.884	-0.10267887	0.342	-0.18170923	0.227
NDUFAF4P1	-0.0621019	0.884	-0.11140516	0.68	-0.25313561	0.425
PIP5K1C	-0.0382355	0.884	0.00473501	0.986	0.04223581	0.867
SPOP	0.0153906	0.884	0.00247369	0.983	0.0018881	0.986
ZNF491	0.0444354	0.884	0.04284403	0.85	-0.02726115	0.925
SNORA65	0.0718372	0.884	0.06933023		0.67386251	0.137
SERPINA10	-0.0347498	0.884	-0.02424248	0.911	0.01995075	0.926
RNU6-1	0.0735999	0.884	0.16379593		0.48220716	0.323
PCDHGB1	-0.087899	0.884	-0.06313006	0.894	0.1045633	0.861
RPS10-NUDT3	-0.0243315	0.884	0.07130089	0.693	0.24594473	0.495
LOC107984974	-0.0348167	0.884	0.09976953	0.599	0.39593456	0.342
IGLV2-28	0.1886623	0.884	-0.19922679		-0.51258882	0.496
HMMR	0.1196402	0.884	0.69774676	0.158	0.61794111	0.275
SIGLEC15	0.0674375	0.884	-0.0988679	0.723	-0.04136973	0.929
RGL3	-0.0307412	0.884	-0.028117	0.892	-0.06044061	0.784
ZNF823	0.0311838	0.884	0.01922257	0.899	-0.04456575	0.768
LOC105379420	0.0844173	0.884	-0.19067131	0.692	-0.40995281	0.394
